order_id,customer_id,visit_id,staff_id,order_datetime,subtotal,tax,total,payment_method
5267,228,7418,2,2023-12-07 13:50:00,8.18,0.49,8.67,credit
5268,103,7419,14,2023-12-07 15:33:00,21.44,1.29,22.73,debit
5269,78,7420,11,2023-12-07 12:43:00,7.04,0.42,7.46,mobile
5270,68,7421,7,2023-12-07 15:53:00,6.3,0.38,6.68,mobile
5271,47,7422,1,2023-12-07 10:59:00,3.0,0.18,3.18,credit
5272,110,7423,11,2023-12-07 11:40:00,5.78,0.35,6.13,credit
5273,60,7424,4,2023-12-07 09:35:00,9.46,0.57,10.03,credit
5274,56,7425,4,2023-12-07 16:59:00,5.94,0.36,6.3,credit
5275,121,7426,5,2023-12-07 11:59:00,6.3,0.38,6.68,credit
5276,97,7427,2,2023-12-07 12:25:00,3.0,0.18,3.18,debit
5277,165,7428,1,2023-12-07 10:59:00,13.5,0.81,14.31,mobile
5278,242,7429,10,2023-12-07 14:36:00,4.0,0.24,4.24,mobile
5279,193,7430,7,2023-12-07 12:29:00,6.3,0.38,6.68,mobile
5280,126,7431,10,2023-12-07 16:25:00,29.0,1.74,30.74,debit
5281,223,7432,6,2023-12-08 16:45:00,20.0,1.2,21.2,credit
5282,223,7433,11,2023-12-08 11:59:00,4.0,0.24,4.24,debit
5283,56,7434,5,2023-12-08 16:12:00,5.71,0.34,6.05,credit
5284,7,7435,10,2023-12-08 09:59:00,3.0,0.18,3.18,credit
5285,27,7436,2,2023-12-08 10:35:00,7.71,0.46,8.17,debit
5286,172,7440,7,2023-12-08 16:59:00,8.0,0.48,8.48,credit
5287,103,7443,12,2023-12-08 14:27:00,33.8,2.03,35.83,mobile
5288,244,7444,7,2023-12-08 16:59:00,13.5,0.81,14.31,credit
5289,197,7446,12,2023-12-08 12:14:00,11.56,0.69,12.25,credit
5290,1,7448,1,2023-12-08 10:17:00,4.73,0.28,5.01,debit
5291,44,7450,6,2023-12-08 12:46:00,18.78,1.13,19.91,mobile
5292,103,7451,10,2023-12-08 15:53:00,7.22,0.43,7.65,credit
5293,204,7452,3,2023-12-08 15:29:00,5.78,0.35,6.13,mobile
5294,38,7453,7,2023-12-08 12:18:00,7.12,0.43,7.55,mobile
5295,189,7454,13,2023-12-08 11:49:00,4.0,0.24,4.24,credit
5296,25,7455,5,2023-12-08 12:26:00,4.5,0.27,4.77,mobile
5297,131,7456,10,2023-12-09 13:20:00,5.25,0.32,5.57,mobile
5298,23,7459,5,2023-12-09 16:15:00,3.5,0.21,3.71,credit
5299,195,7461,11,2023-12-09 11:29:00,19.45,1.17,20.62,mobile
5300,237,7463,1,2023-12-09 11:24:00,5.78,0.35,6.13,debit
5301,198,7465,14,2023-12-09 10:59:00,5.25,0.32,5.57,credit
5302,152,7467,14,2023-12-09 14:16:00,4.0,0.24,4.24,mobile
5303,71,7468,4,2023-12-09 11:45:00,10.5,0.63,11.13,credit
5304,143,7470,4,2023-12-09 14:10:00,7.0,0.42,7.42,mobile
5305,5,7471,14,2023-12-09 10:55:00,3.5,0.21,3.71,mobile
5306,1,7472,13,2023-12-09 15:55:00,12.08,0.72,12.8,debit
5307,48,7473,4,2023-12-09 14:30:00,8.0,0.48,8.48,credit
5308,44,7474,5,2023-12-09 14:59:00,24.0,1.44,25.44,credit
5309,196,7477,5,2023-12-09 14:17:00,5.25,0.32,5.57,credit
5310,64,7478,4,2023-12-09 12:41:00,6.4,0.38,6.78,credit
5311,67,7479,7,2023-12-09 15:26:00,4.0,0.24,4.24,credit
5312,47,7480,11,2023-12-09 15:57:00,7.5,0.45,7.95,mobile
5313,224,7481,5,2023-12-09 09:42:00,6.3,0.38,6.68,mobile
5314,164,7483,10,2023-12-09 15:35:00,23.11,1.39,24.5,credit
5315,166,7484,5,2023-12-09 11:30:00,37.19,2.23,39.42,credit
5316,186,7486,10,2023-12-09 15:38:00,4.0,0.24,4.24,debit
5317,177,7487,7,2023-12-09 16:35:00,5.78,0.35,6.13,debit
5318,236,7488,7,2023-12-09 16:42:00,6.5,0.39,6.89,credit
5319,224,7490,12,2023-12-09 14:41:00,5.78,0.35,6.13,mobile
5320,48,7491,12,2023-12-09 15:24:00,8.0,0.48,8.48,credit
5321,228,7492,6,2023-12-09 15:18:00,15.0,0.9,15.9,credit
5322,110,7493,10,2023-12-09 16:24:00,11.56,0.69,12.25,credit
5323,35,7494,13,2023-12-09 10:28:00,27.78,1.67,29.45,debit
5324,71,7495,13,2023-12-09 16:39:00,33.06,1.98,35.04,credit
5325,110,7497,12,2023-12-09 09:47:00,4.5,0.27,4.77,credit
5326,135,7499,6,2023-12-09 13:27:00,4.73,0.28,5.01,credit
5327,48,7500,13,2023-12-10 15:59:00,40.22,2.41,42.63,credit
5328,3,7501,14,2023-12-10 09:50:00,5.78,0.35,6.13,credit
5329,74,7502,14,2023-12-10 10:23:00,4.0,0.24,4.24,mobile
5330,213,7503,12,2023-12-10 11:59:00,8.5,0.51,9.01,mobile
5331,112,7504,7,2023-12-10 14:17:00,5.16,0.31,5.47,credit
5332,160,7505,13,2023-12-10 11:12:00,4.0,0.24,4.24,credit
5333,103,7506,5,2023-12-10 14:32:00,20.44,1.23,21.67,mobile
5334,73,7508,10,2023-12-10 15:27:00,6.5,0.39,6.89,mobile
5335,63,7511,6,2023-12-10 14:11:00,20.0,1.2,21.2,mobile
5336,25,7512,5,2023-12-10 09:43:00,7.0,0.42,7.42,credit
5337,100,7513,4,2023-12-10 10:28:00,5.3,0.32,5.62,mobile
5338,3,7514,5,2023-12-10 14:57:00,5.25,0.32,5.57,mobile
5339,3,7515,11,2023-12-10 16:34:00,3.5,0.21,3.71,credit
5340,36,7516,1,2023-12-10 11:59:00,5.79,0.35,6.14,mobile
5341,199,7517,13,2023-12-10 11:54:00,34.73,2.08,36.81,credit
5342,236,7518,11,2023-12-10 10:59:00,4.0,0.24,4.24,credit
5343,119,7519,3,2023-12-10 09:38:00,4.73,0.28,5.01,credit
5344,8,7520,7,2023-12-10 15:38:00,7.27,0.44,7.71,credit
5345,12,7521,14,2023-12-10 10:28:00,23.0,1.38,24.38,mobile
5346,152,7522,13,2023-12-10 10:59:00,5.25,0.32,5.57,mobile
5347,172,7523,5,2023-12-10 09:59:00,8.0,0.48,8.48,debit
5348,160,7526,3,2023-12-11 15:44:00,5.25,0.32,5.57,credit
5349,158,7527,6,2023-12-11 14:53:00,7.33,0.44,7.77,debit
5350,228,7528,7,2023-12-11 14:27:00,8.18,0.49,8.67,credit
5351,121,7529,1,2023-12-11 09:55:00,6.3,0.38,6.68,mobile
5352,193,7530,10,2023-12-11 09:19:00,8.5,0.51,9.01,credit
5353,117,7531,4,2023-12-11 16:35:00,6.5,0.39,6.89,credit
5354,56,7534,6,2023-12-11 16:58:00,13.29,0.8,14.09,mobile
5355,23,7535,10,2023-12-11 15:59:00,9.5,0.57,10.07,mobile
5356,48,7536,10,2023-12-11 15:59:00,3.5,0.21,3.71,debit
5357,61,7537,11,2023-12-11 11:27:00,12.6,0.76,13.36,credit
5358,72,7538,14,2023-12-11 13:26:00,4.03,0.24,4.27,credit
5359,61,7539,1,2023-12-11 09:50:00,8.0,0.48,8.48,credit
5360,162,7541,13,2023-12-11 14:57:00,10.69,0.64,11.33,credit
5361,152,7542,6,2023-12-12 13:45:00,3.5,0.21,3.71,credit
5362,33,7543,10,2023-12-12 09:59:00,8.0,0.48,8.48,debit
5363,27,7545,5,2023-12-12 13:37:00,5.71,0.34,6.05,debit
5364,189,7547,10,2023-12-12 10:33:00,4.73,0.28,5.01,debit
5365,207,7549,5,2023-12-12 09:27:00,4.0,0.24,4.24,mobile
5366,1,7550,6,2023-12-12 12:40:00,6.3,0.38,6.68,credit
5367,135,7553,6,2023-12-12 10:35:00,12.6,0.76,13.36,mobile
5368,232,7554,7,2023-12-12 14:59:00,3.98,0.24,4.22,mobile
5369,131,7555,6,2023-12-12 11:13:00,3.0,0.18,3.18,credit
5370,143,7556,1,2023-12-12 09:52:00,6.5,0.39,6.89,credit
5371,236,7558,7,2023-12-12 12:44:00,44.46,2.67,47.13,credit
5372,237,7559,10,2023-12-12 11:45:00,4.0,0.24,4.24,credit
5373,217,7560,1,2023-12-12 11:26:00,6.81,0.41,7.22,credit
5374,69,7561,2,2023-12-13 11:40:00,6.3,0.38,6.68,mobile
5375,223,7562,10,2023-12-13 13:50:00,39.03,2.34,41.37,credit
5376,193,7563,3,2023-12-13 10:59:00,4.0,0.24,4.24,credit
5377,67,7564,5,2023-12-13 09:59:00,3.5,0.21,3.71,credit
5378,9,7565,5,2023-12-13 11:59:00,21.5,1.29,22.79,credit
5379,4,7567,4,2023-12-13 15:59:00,6.31,0.38,6.69,mobile
5380,4,7568,1,2023-12-13 09:22:00,9.06,0.54,9.6,mobile
5381,174,7569,11,2023-12-13 09:59:00,7.24,0.43,7.67,credit
5382,56,7570,5,2023-12-13 10:59:00,6.46,0.39,6.85,credit
5383,2,7571,5,2023-12-13 15:59:00,5.25,0.32,5.57,mobile
5384,105,7572,14,2023-12-13 09:59:00,26.3,1.58,27.88,mobile
5385,189,7573,14,2023-12-13 09:43:00,13.0,0.78,13.78,credit
5386,197,7574,14,2023-12-13 09:48:00,24.08,1.44,25.52,mobile
5387,100,7575,11,2023-12-13 10:59:00,10.55,0.63,11.18,credit
5388,3,7576,4,2023-12-13 15:59:00,3.5,0.21,3.71,mobile
5389,158,7578,4,2023-12-14 15:45:00,5.03,0.3,5.33,credit
5390,64,7579,12,2023-12-14 09:17:00,9.15,0.55,9.7,mobile
5391,34,7581,1,2023-12-14 16:54:00,15.31,0.92,16.23,credit
5392,198,7582,13,2023-12-14 12:59:00,13.0,0.78,13.78,mobile
5393,189,7583,2,2023-12-14 10:20:00,6.3,0.38,6.68,mobile
5394,75,7584,14,2023-12-14 15:23:00,10.57,0.63,11.2,mobile
5395,232,7585,2,2023-12-14 11:59:00,7.28,0.44,7.72,mobile
5396,100,7586,13,2023-12-14 13:59:00,9.8,0.59,10.39,mobile
5397,233,7587,6,2023-12-14 13:44:00,8.0,0.48,8.48,debit
5398,21,7588,4,2023-12-14 11:30:00,20.42,1.23,21.65,credit
5399,3,7589,11,2023-12-14 11:56:00,4.0,0.24,4.24,credit
5400,192,7590,6,2023-12-14 14:52:00,6.3,0.38,6.68,credit
5401,240,7591,3,2023-12-14 14:19:00,5.25,0.32,5.57,mobile
5402,232,7592,4,2023-12-14 12:59:00,10.98,0.66,11.64,credit
5403,35,7593,4,2023-12-15 10:59:00,6.3,0.38,6.68,mobile
5404,135,7595,14,2023-12-15 10:11:00,12.08,0.72,12.8,credit
5405,43,7596,7,2023-12-15 14:43:00,9.8,0.59,10.39,credit
5406,48,7598,6,2023-12-15 13:25:00,14.03,0.84,14.87,debit
5407,187,7599,6,2023-12-15 10:43:00,22.5,1.35,23.85,credit
5408,88,7600,6,2023-12-15 13:59:00,3.5,0.21,3.71,mobile
5409,2,7601,2,2023-12-15 11:42:00,12.81,0.77,13.58,mobile
5410,159,7603,11,2023-12-15 15:55:00,20.77,1.25,22.02,mobile
5411,11,7604,2,2023-12-15 16:59:00,16.78,1.01,17.79,debit
5412,93,7607,5,2023-12-15 15:34:00,6.0,0.36,6.36,credit
5413,74,7609,13,2023-12-15 11:59:00,5.78,0.35,6.13,mobile
5414,240,7610,10,2023-12-15 12:42:00,21.5,1.29,22.79,credit
5415,160,7612,3,2023-12-15 12:39:00,5.78,0.35,6.13,mobile
5416,23,7613,5,2023-12-15 14:14:00,4.0,0.24,4.24,mobile
5417,219,7614,6,2023-12-16 10:39:00,11.56,0.69,12.25,credit
5418,73,7616,4,2023-12-16 16:44:00,4.5,0.27,4.77,credit
5419,94,7617,6,2023-12-16 13:42:00,4.0,0.24,4.24,credit
5420,5,7618,3,2023-12-16 14:59:00,22.25,1.33,23.58,credit
5421,119,7619,4,2023-12-16 12:27:00,24.98,1.5,26.48,credit
5422,161,7620,4,2023-12-16 10:54:00,9.42,0.57,9.99,credit
5423,203,7621,13,2023-12-16 11:30:00,7.0,0.42,7.42,debit
5424,66,7622,4,2023-12-16 12:22:00,8.73,0.52,9.25,mobile
5425,186,7624,3,2023-12-16 14:59:00,8.0,0.48,8.48,mobile
5426,35,7625,10,2023-12-16 11:59:00,19.5,1.17,20.67,mobile
5427,242,7626,11,2023-12-16 13:55:00,4.73,0.28,5.01,mobile
5428,106,7627,13,2023-12-16 13:34:00,6.5,0.39,6.89,mobile
5429,1,7630,5,2023-12-16 16:39:00,4.0,0.24,4.24,credit
5430,7,7632,14,2023-12-16 10:46:00,3.5,0.21,3.71,credit
5431,166,7633,1,2023-12-16 16:24:00,34.56,2.07,36.63,credit
5432,2,7634,3,2023-12-16 13:20:00,7.55,0.45,8.0,mobile
5433,46,7636,11,2023-12-16 14:59:00,3.5,0.21,3.71,credit
5434,168,7637,6,2023-12-16 15:56:00,8.16,0.49,8.65,mobile
5435,233,7639,7,2023-12-16 10:59:00,26.53,1.59,28.12,credit
5436,64,7641,5,2023-12-16 12:28:00,6.93,0.42,7.35,mobile
5437,105,7642,7,2023-12-16 12:57:00,15.96,0.96,16.92,credit
5438,119,7643,4,2023-12-16 12:55:00,8.0,0.48,8.48,credit
5439,98,7644,1,2023-12-16 12:41:00,16.0,0.96,16.96,mobile
5440,233,7645,12,2023-12-16 12:14:00,26.0,1.56,27.56,mobile
5441,69,7646,14,2023-12-16 12:54:00,10.0,0.6,10.6,mobile
5442,71,7649,3,2023-12-16 16:59:00,11.55,0.69,12.24,mobile
5443,47,7651,1,2023-12-16 09:47:00,10.0,0.6,10.6,mobile
5444,6,7652,14,2023-12-16 16:54:00,4.0,0.24,4.24,debit
5445,1,7653,14,2023-12-17 09:55:00,26.5,1.59,28.09,credit
5446,11,7654,1,2023-12-17 15:19:00,8.0,0.48,8.48,mobile
5447,27,7655,2,2023-12-17 12:15:00,18.71,1.12,19.83,credit
5448,91,7656,5,2023-12-17 16:59:00,5.25,0.32,5.57,credit
5449,1,7657,6,2023-12-17 16:55:00,5.25,0.32,5.57,credit
5450,237,7660,12,2023-12-17 11:46:00,22.51,1.35,23.86,credit
5451,24,7661,5,2023-12-17 11:44:00,8.0,0.48,8.48,credit
5452,7,7662,4,2023-12-17 10:29:00,8.0,0.48,8.48,credit
5453,120,7664,10,2023-12-17 14:24:00,11.09,0.67,11.76,credit
5454,160,7665,6,2023-12-17 13:21:00,3.5,0.21,3.71,debit
5455,185,7666,11,2023-12-17 12:26:00,22.03,1.32,23.35,credit
5456,171,7667,13,2023-12-17 09:40:00,5.25,0.32,5.57,credit
5457,98,7668,7,2023-12-17 16:22:00,9.78,0.59,10.37,mobile
5458,36,7671,12,2023-12-17 10:53:00,31.57,1.89,33.46,credit
5459,38,7672,11,2023-12-17 09:30:00,5.87,0.35,6.22,debit
5460,223,7673,2,2023-12-17 15:57:00,31.53,1.89,33.42,credit
5461,165,7677,2,2023-12-17 14:17:00,16.78,1.01,17.79,debit
5462,159,7678,1,2023-12-17 15:28:00,11.51,0.69,12.2,mobile
5463,125,7681,12,2023-12-18 09:19:00,7.17,0.43,7.6,mobile
5464,14,7682,14,2023-12-18 15:12:00,16.83,1.01,17.84,credit
5465,98,7683,6,2023-12-18 09:59:00,11.56,0.69,12.25,debit
5466,115,7684,5,2023-12-18 13:59:00,40.88,2.45,43.33,debit
5467,47,7685,12,2023-12-18 10:59:00,5.78,0.35,6.13,credit
5468,105,7687,1,2023-12-18 13:58:00,10.5,0.63,11.13,mobile
5469,47,7688,4,2023-12-18 12:59:00,9.5,0.57,10.07,credit
5470,69,7689,1,2023-12-18 09:59:00,5.25,0.32,5.57,debit
5471,148,7690,2,2023-12-18 09:21:00,4.0,0.24,4.24,debit
5472,27,7691,6,2023-12-18 12:29:00,16.44,0.99,17.43,credit
5473,1,7692,13,2023-12-18 16:51:00,17.5,1.05,18.55,credit
5474,135,7693,12,2023-12-18 10:59:00,7.0,0.42,7.42,debit
5475,56,7695,14,2023-12-18 11:59:00,6.46,0.39,6.85,debit
5476,3,7696,13,2023-12-18 12:59:00,17.3,1.04,18.34,credit
5477,1,7697,5,2023-12-18 09:40:00,6.3,0.38,6.68,credit
5478,207,7698,2,2023-12-18 10:59:00,17.28,1.04,18.32,credit
5479,100,7701,4,2023-12-19 16:29:00,7.08,0.42,7.5,credit
5480,224,7702,6,2023-12-19 11:59:00,5.78,0.35,6.13,credit
5481,179,7703,7,2023-12-19 15:24:00,33.87,2.03,35.9,credit
5482,5,7704,12,2023-12-19 12:40:00,4.5,0.27,4.77,mobile
5483,37,7707,5,2023-12-19 11:38:00,26.83,1.61,28.44,credit
5484,248,7708,1,2023-12-19 15:42:00,6.3,0.38,6.68,debit
5485,163,7709,5,2023-12-19 10:11:00,18.0,1.08,19.08,credit
5486,91,7713,4,2023-12-19 13:38:00,6.5,0.39,6.89,credit
5487,106,7714,12,2023-12-19 10:23:00,3.5,0.21,3.71,mobile
5488,240,7715,4,2023-12-19 14:39:00,4.0,0.24,4.24,debit
5489,3,7716,10,2023-12-19 11:40:00,6.3,0.38,6.68,credit
5490,112,7717,11,2023-12-19 16:59:00,20.16,1.21,21.37,credit
5491,162,7719,14,2023-12-19 13:32:00,14.25,0.85,15.1,credit
5492,191,7720,3,2023-12-19 09:33:00,6.72,0.4,7.12,credit
5493,174,7721,14,2023-12-19 09:52:00,7.24,0.43,7.67,credit
5494,218,7722,5,2023-12-19 16:35:00,6.5,0.39,6.89,credit
5495,27,7724,12,2023-12-20 12:59:00,5.94,0.36,6.3,credit
5496,209,7726,4,2023-12-20 09:20:00,15.19,0.91,16.1,mobile
5497,2,7727,10,2023-12-20 13:59:00,14.25,0.85,15.1,mobile
5498,73,7728,5,2023-12-20 14:14:00,6.3,0.38,6.68,credit
5499,46,7729,5,2023-12-20 13:25:00,24.55,1.47,26.02,debit
5500,196,7731,3,2023-12-20 09:14:00,3.5,0.21,3.71,credit
5501,48,7732,6,2023-12-20 09:55:00,4.0,0.24,4.24,mobile
5502,3,7734,4,2023-12-20 10:59:00,6.5,0.39,6.89,credit
5503,92,7735,14,2023-12-20 11:28:00,7.0,0.42,7.42,debit
5504,162,7736,7,2023-12-20 13:30:00,22.19,1.33,23.52,mobile
5505,103,7737,14,2023-12-20 13:11:00,5.44,0.33,5.77,credit
5506,236,7738,10,2023-12-20 15:30:00,9.5,0.57,10.07,mobile
5507,120,7739,14,2023-12-20 13:23:00,7.37,0.44,7.81,mobile
5508,240,7740,7,2023-12-20 12:43:00,6.3,0.38,6.68,mobile
5509,110,7742,13,2023-12-20 10:55:00,4.5,0.27,4.77,mobile
5510,107,7744,10,2023-12-20 14:59:00,8.76,0.53,9.29,credit
5511,52,7745,11,2023-12-21 13:59:00,5.78,0.35,6.13,mobile
5512,3,7747,6,2023-12-21 14:36:00,4.73,0.28,5.01,credit
5513,67,7749,1,2023-12-21 15:59:00,4.5,0.27,4.77,mobile
5514,237,7750,5,2023-12-21 15:36:00,4.0,0.24,4.24,credit
5515,63,7751,12,2023-12-21 12:58:00,12.78,0.77,13.55,credit
5516,165,7752,10,2023-12-21 13:58:00,6.5,0.39,6.89,credit
5517,3,7754,1,2023-12-21 11:45:00,12.8,0.77,13.57,credit
5518,91,7755,13,2023-12-21 10:12:00,15.76,0.95,16.71,credit
5519,110,7756,14,2023-12-21 11:37:00,11.03,0.66,11.69,credit
5520,149,7757,10,2023-12-21 12:17:00,4.52,0.27,4.79,debit
5521,33,7758,10,2023-12-21 11:41:00,5.25,0.32,5.57,credit
5522,135,7759,13,2023-12-21 14:58:00,6.3,0.38,6.68,debit
5523,194,7760,13,2023-12-21 11:55:00,32.26,1.94,34.2,credit
5524,189,7762,14,2023-12-21 10:18:00,20.3,1.22,21.52,mobile
5525,71,7763,10,2023-12-21 16:44:00,4.0,0.24,4.24,credit
5526,182,7765,1,2023-12-21 15:45:00,9.44,0.57,10.01,credit
5527,74,7766,12,2023-12-21 14:54:00,11.56,0.69,12.25,mobile
5528,138,7767,11,2023-12-22 13:29:00,9.8,0.59,10.39,mobile
5529,207,7768,5,2023-12-22 14:43:00,9.5,0.57,10.07,credit
5530,160,7769,7,2023-12-22 15:59:00,4.0,0.24,4.24,mobile
5531,162,7770,10,2023-12-22 16:38:00,7.42,0.45,7.87,credit
5532,160,7772,12,2023-12-22 13:12:00,4.5,0.27,4.77,credit
5533,236,7773,4,2023-12-22 12:40:00,6.3,0.38,6.68,credit
5534,47,7774,1,2023-12-22 15:59:00,5.25,0.32,5.57,credit
5535,21,7775,6,2023-12-22 15:15:00,22.82,1.37,24.19,credit
5536,235,7777,1,2023-12-22 10:18:00,11.56,0.69,12.25,credit
5537,244,7779,5,2023-12-22 12:59:00,20.0,1.2,21.2,debit
5538,135,7780,14,2023-12-22 11:48:00,9.46,0.57,10.03,debit
5539,165,7781,4,2023-12-22 14:11:00,25.38,1.52,26.9,credit
5540,236,7782,1,2023-12-22 16:40:00,4.0,0.24,4.24,credit
5541,135,7783,10,2023-12-22 15:56:00,5.25,0.32,5.57,mobile
5542,93,7784,1,2023-12-22 09:54:00,3.5,0.21,3.71,credit
5543,177,7785,11,2023-12-22 11:50:00,10.0,0.6,10.6,debit
5544,63,7789,1,2023-12-22 12:19:00,19.0,1.14,20.14,mobile
5545,164,7790,1,2023-12-22 10:39:00,6.3,0.38,6.68,credit
5546,203,7791,7,2023-12-22 10:48:00,5.25,0.32,5.57,credit
5547,73,7792,11,2023-12-23 09:27:00,3.0,0.18,3.18,debit
5548,98,7794,14,2023-12-23 12:14:00,3.5,0.21,3.71,debit
5549,182,7795,4,2023-12-23 09:30:00,11.66,0.7,12.36,mobile
5550,5,7796,12,2023-12-23 11:59:00,5.78,0.35,6.13,debit
5551,8,7800,12,2023-12-23 10:16:00,6.75,0.4,7.15,mobile
5552,2,7801,7,2023-12-23 15:37:00,6.5,0.39,6.89,debit
5553,69,7802,10,2023-12-23 14:29:00,9.5,0.57,10.07,mobile
5554,51,7804,7,2023-12-23 14:57:00,5.78,0.35,6.13,credit
5555,34,7805,3,2023-12-23 10:42:00,10.81,0.65,11.46,credit
5556,177,7806,5,2023-12-23 13:27:00,4.73,0.28,5.01,debit
5557,71,7807,5,2023-12-23 13:43:00,3.5,0.21,3.71,mobile
5558,27,7809,13,2023-12-23 11:50:00,8.21,0.49,8.7,credit
5559,237,7810,5,2023-12-23 13:58:00,18.38,1.1,19.48,mobile
5560,209,7811,3,2023-12-23 14:54:00,6.97,0.42,7.39,debit
5561,8,7812,12,2023-12-23 09:51:00,11.47,0.69,12.16,credit
5562,161,7813,1,2023-12-23 14:59:00,8.9,0.53,9.43,credit
5563,195,7814,2,2023-12-23 09:38:00,16.45,0.99,17.44,credit
5564,67,7815,2,2023-12-23 14:17:00,14.28,0.86,15.14,credit
5565,214,7816,4,2023-12-24 13:27:00,8.0,0.48,8.48,debit
5566,7,7817,2,2023-12-24 15:25:00,4.0,0.24,4.24,credit
5567,190,7818,2,2023-12-24 10:47:00,22.0,1.32,23.32,credit
5568,23,7820,12,2023-12-24 09:35:00,12.5,0.75,13.25,mobile
5569,61,7821,10,2023-12-24 16:18:00,18.03,1.08,19.11,credit
5570,33,7822,13,2023-12-24 16:59:00,6.3,0.38,6.68,mobile
5571,9,7824,4,2023-12-24 11:51:00,20.0,1.2,21.2,mobile
5572,76,7826,11,2023-12-24 16:59:00,35.05,2.1,37.15,mobile
5573,9,7831,7,2023-12-24 13:59:00,6.3,0.38,6.68,credit
5574,11,7832,12,2023-12-24 12:32:00,7.0,0.42,7.42,mobile
5575,236,7834,2,2023-12-24 16:47:00,4.73,0.28,5.01,credit
5576,97,7836,10,2023-12-24 16:50:00,8.0,0.48,8.48,credit
5577,2,7838,2,2023-12-24 10:11:00,9.25,0.55,9.8,credit
5578,27,7839,6,2023-12-24 16:12:00,5.94,0.36,6.3,mobile
5579,160,7840,13,2023-12-24 09:13:00,7.0,0.42,7.42,credit
5580,224,7841,6,2023-12-24 13:10:00,14.56,0.87,15.43,debit
5581,107,7842,5,2023-12-24 14:59:00,11.92,0.72,12.64,credit
5582,154,7844,6,2023-12-24 10:12:00,11.23,0.67,11.9,credit
5583,134,7846,10,2023-12-24 09:29:00,6.3,0.38,6.68,mobile
5584,237,7847,5,2023-12-24 11:28:00,24.6,1.48,26.08,debit
5585,44,7849,12,2023-12-24 12:15:00,12.6,0.76,13.36,mobile
5586,76,7850,14,2023-12-24 09:22:00,13.78,0.83,14.61,credit
5587,25,7851,12,2023-12-26 16:56:00,3.5,0.21,3.71,debit
5588,155,7852,5,2023-12-26 12:38:00,17.68,1.06,18.74,credit
5589,71,7853,10,2023-12-26 11:25:00,5.25,0.32,5.57,credit
5590,76,7854,5,2023-12-26 10:20:00,15.0,0.9,15.9,debit
5591,243,7855,7,2023-12-26 16:21:00,3.0,0.18,3.18,credit
5592,193,7856,1,2023-12-26 09:59:00,13.5,0.81,14.31,credit
5593,73,7857,7,2023-12-26 15:59:00,4.5,0.27,4.77,debit
5594,36,7859,7,2023-12-26 11:36:00,8.09,0.49,8.58,credit
5595,3,7860,4,2023-12-26 12:59:00,23.3,1.4,24.7,credit
5596,143,7861,13,2023-12-26 09:27:00,5.78,0.35,6.13,credit
5597,134,7862,13,2023-12-26 09:22:00,8.0,0.48,8.48,mobile
5598,64,7863,1,2023-12-26 16:22:00,10.65,0.64,11.29,debit
5599,46,7864,14,2023-12-26 09:25:00,4.0,0.24,4.24,credit
5600,64,7865,12,2023-12-26 16:58:00,16.9,1.01,17.91,mobile
5601,74,7867,11,2023-12-26 09:59:00,24.8,1.49,26.29,debit
5602,4,7868,6,2023-12-26 13:29:00,5.06,0.3,5.36,credit
5603,100,7870,12,2023-12-27 12:26:00,7.6,0.46,8.06,credit
5604,233,7872,12,2023-12-27 16:21:00,10.0,0.6,10.6,mobile
5605,244,7874,6,2023-12-27 09:17:00,20.0,1.2,21.2,credit
5606,203,7876,12,2023-12-27 13:35:00,15.03,0.9,15.93,credit
5607,202,7878,6,2023-12-27 10:40:00,11.03,0.66,11.69,mobile
5608,143,7879,5,2023-12-27 15:14:00,18.0,1.08,19.08,mobile
5609,92,7880,14,2023-12-27 16:31:00,4.0,0.24,4.24,credit
5610,11,7881,14,2023-12-27 10:59:00,34.0,2.04,36.04,mobile
5611,52,7882,12,2023-12-27 12:36:00,18.03,1.08,19.11,credit
5612,177,7883,6,2023-12-28 11:59:00,29.81,1.79,31.6,credit
5613,91,7885,2,2023-12-28 15:59:00,4.0,0.24,4.24,credit
5614,200,7887,2,2023-12-28 10:27:00,16.29,0.98,17.27,credit
5615,111,7889,10,2023-12-28 10:34:00,9.46,0.57,10.03,debit
5616,158,7891,4,2023-12-28 13:23:00,7.33,0.44,7.77,mobile
5617,159,7892,11,2023-12-29 11:59:00,21.51,1.29,22.8,credit
5618,186,7893,12,2023-12-29 13:25:00,16.78,1.01,17.79,credit
5619,200,7897,2,2023-12-29 10:45:00,7.0,0.42,7.42,credit
5620,73,7898,7,2023-12-29 11:59:00,17.0,1.02,18.02,credit
5621,6,7899,4,2023-12-29 10:29:00,16.08,0.96,17.04,credit
5622,6,7900,12,2023-12-29 09:59:00,3.0,0.18,3.18,credit
5623,126,7901,2,2023-12-29 09:59:00,4.0,0.24,4.24,mobile
5624,189,7902,2,2023-12-29 16:56:00,5.25,0.32,5.57,credit
5625,172,7904,10,2023-12-29 13:53:00,9.5,0.57,10.07,mobile
5626,165,7905,3,2023-12-29 16:59:00,5.78,0.35,6.13,debit
5627,111,7906,2,2023-12-29 16:28:00,3.5,0.21,3.71,credit
5628,181,7908,7,2023-12-29 15:58:00,32.3,1.94,34.24,credit
5629,170,7910,14,2023-12-29 16:47:00,5.34,0.32,5.66,credit
5630,159,7912,3,2023-12-29 16:51:00,9.51,0.57,10.08,mobile
