survey_id,customer_id,visit_id,survey_date,overall_satisfaction,likelihood_recommend,cleanliness_rating,staff_rating,cat_experience,food_quality,comments
836,67,5663,2023-04-20,7,7,6,7,7,7.0,Best cat cafe in DC!
838,61,5669,2023-04-20,10,10,6,8,10,7.0,
839,224,5685,2023-04-21,9,10,7,7,10,7.0,A bit crowded today.
840,202,5694,2023-04-22,5,5,9,7,5,8.0,The staff was so helpful.
841,18,5700,2023-04-22,7,8,9,8,7,7.0,Coffee was excellent.
842,144,5706,2023-04-23,4,5,7,7,5,8.0,Coffee was excellent.
843,115,5707,2023-04-23,9,8,10,8,9,8.0,Coffee was excellent.
844,163,5709,2023-04-23,7,7,8,9,5,10.0,The staff was so helpful.
845,216,5710,2023-04-23,7,7,8,7,7,,
846,232,5714,2023-04-23,7,7,8,8,7,8.0,Loved the cats!
847,140,5720,2023-04-23,5,6,7,7,6,6.0,Loved the cats!
848,205,5723,2023-04-24,7,6,9,9,8,6.0,Best cat cafe in DC!
849,125,5724,2023-04-24,4,6,9,10,6,7.0,Would recommend to friends.
850,69,5731,2023-04-24,6,4,8,7,7,9.0,A bit crowded today.
851,150,5738,2023-04-25,5,6,7,8,7,9.0,
852,105,5742,2023-04-25,9,9,8,8,9,6.0,The staff was so helpful.
853,246,5745,2023-04-25,7,8,9,8,6,7.0,Great experience!
854,222,5758,2023-04-26,6,9,7,8,6,6.0,Relaxing atmosphere.
855,150,5759,2023-04-26,6,8,7,8,6,7.0,Perfect rainy day activity.
856,1,5763,2023-04-26,8,8,9,8,7,7.0,
857,155,5767,2023-04-26,8,10,7,8,9,,Perfect rainy day activity.
858,237,5778,2023-04-27,9,9,5,7,8,8.0,Perfect rainy day activity.
859,53,5791,2023-04-28,7,7,6,7,8,6.0,
860,91,5793,2023-04-28,6,6,7,7,5,7.0,Will definitely come back.
861,139,5797,2023-04-28,6,8,7,8,7,9.0,Wish there were more cats available.
863,72,5840,2023-04-30,8,6,7,9,8,8.0,
864,136,5843,2023-05-01,9,8,8,8,8,6.0,Loved the cats!
865,170,5872,2023-05-02,7,5,8,8,5,8.0,
866,175,5880,2023-05-03,5,4,8,8,6,8.0,The waffles were delicious.
867,152,5884,2023-05-03,9,9,7,7,10,7.0,Best cat cafe in DC!
868,76,5886,2023-05-03,10,10,7,8,8,8.0,Cat yoga was amazing!
869,170,5900,2023-05-04,8,8,7,7,10,5.0,
870,163,5921,2023-05-05,7,8,9,8,8,7.0,Loved the cats!
871,169,5925,2023-05-05,6,6,8,7,6,5.0,The staff was so helpful.
872,93,5927,2023-05-06,6,7,7,6,7,7.0,Perfect rainy day activity.
873,112,5933,2023-05-06,6,7,8,6,8,8.0,Great experience!
874,67,5936,2023-05-06,8,7,9,9,9,7.0,Great experience!
875,60,5938,2023-05-06,9,9,6,8,10,7.0,
876,203,5939,2023-05-06,4,5,8,8,7,5.0,The waffles were delicious.
877,88,5940,2023-05-06,6,6,8,8,7,6.0,Best cat cafe in DC!
878,100,5955,2023-05-07,5,5,10,8,6,8.0,My new favorite spot!
879,116,5958,2023-05-07,5,6,7,8,6,10.0,Relaxing atmosphere.
880,98,5960,2023-05-07,8,7,7,7,7,8.0,The waffles were delicious.
881,114,5963,2023-05-08,8,8,8,8,9,7.0,Perfect rainy day activity.
883,27,5992,2023-05-09,7,7,6,7,6,8.0,Great experience!
884,215,5994,2023-05-09,6,7,7,8,7,9.0,My new favorite spot!
885,73,6002,2023-05-10,6,6,9,9,8,7.0,Wish there were more cats available.
886,14,6004,2023-05-10,6,6,8,7,7,7.0,Would recommend to friends.
888,142,6016,2023-05-11,7,8,7,7,8,7.0,Perfect rainy day activity.
889,12,6017,2023-05-11,5,5,8,7,7,7.0,Great experience!
890,187,6020,2023-05-11,7,8,7,7,6,8.0,
891,189,6025,2023-05-11,6,6,7,8,7,8.0,
892,110,6027,2023-05-11,8,8,8,8,9,7.0,Would recommend to friends.
893,49,6033,2023-05-12,5,5,8,8,6,6.0,My new favorite spot!
894,24,6057,2023-05-13,6,5,6,7,7,9.0,Cat yoga was amazing!
895,39,6070,2023-05-14,5,5,7,8,5,8.0,
896,235,6074,2023-05-14,9,8,9,7,10,8.0,Loved the cats!
897,126,6075,2023-05-14,3,2,8,8,4,6.0,
898,196,6095,2023-05-15,9,8,7,8,9,5.0,Great experience!
899,175,6096,2023-05-15,6,7,7,7,6,6.0,
900,234,6101,2023-05-16,6,7,7,7,6,6.0,Coffee was excellent.
901,169,6112,2023-05-16,7,8,8,8,7,9.0,
902,249,6118,2023-05-17,6,6,7,8,5,6.0,
903,148,6126,2023-05-17,6,6,7,7,5,8.0,Great experience!
904,81,6146,2023-05-18,4,4,7,8,6,8.0,The waffles were delicious.
905,54,6149,2023-05-18,8,8,7,6,10,,Perfect rainy day activity.
907,220,6156,2023-05-19,4,4,9,9,5,8.0,Coffee was excellent.
908,105,6157,2023-05-19,6,6,6,7,7,8.0,Loved the cats!
911,228,6201,2023-05-21,5,6,10,8,6,9.0,Best cat cafe in DC!
912,25,6202,2023-05-22,7,7,6,8,6,,
913,137,6204,2023-05-22,7,9,7,7,7,7.0,
914,67,6213,2023-05-22,6,7,9,8,7,7.0,Coffee was excellent.
915,149,6215,2023-05-22,5,5,8,8,5,4.0,A bit crowded today.
916,202,6221,2023-05-23,9,10,8,8,10,6.0,Loved the cats!
917,194,6232,2023-05-23,8,7,7,8,7,9.0,The waffles were delicious.
918,187,6238,2023-05-24,5,4,8,8,6,6.0,Cat yoga was amazing!
919,118,6240,2023-05-24,7,8,8,7,7,6.0,Best cat cafe in DC!
920,159,6242,2023-05-24,5,7,7,7,8,8.0,My new favorite spot!
921,3,6245,2023-05-24,5,5,8,7,7,6.0,The staff was so helpful.
922,122,6254,2023-05-25,7,7,7,7,8,7.0,My new favorite spot!
923,31,6257,2023-05-25,8,7,7,8,9,8.0,
924,233,6260,2023-05-25,6,5,7,8,8,8.0,Relaxing atmosphere.
925,46,6269,2023-05-25,6,8,9,9,7,8.0,My new favorite spot!
926,241,6277,2023-05-26,8,9,8,8,10,7.0,Would recommend to friends.
927,15,6279,2023-05-26,6,6,9,7,6,8.0,
928,209,6296,2023-05-27,8,6,6,7,6,6.0,Loved the cats!
929,47,6300,2023-05-27,8,9,7,7,10,8.0,My new favorite spot!
930,19,6302,2023-05-27,6,5,6,8,6,,Will definitely come back.
931,131,6315,2023-05-28,5,5,7,9,6,7.0,
932,235,6325,2023-05-29,8,7,8,8,9,7.0,Will definitely come back.
933,140,6330,2023-05-29,8,8,8,8,6,6.0,The staff was so helpful.
934,248,6341,2023-05-30,6,7,8,8,7,,Best cat cafe in DC!
935,57,6346,2023-05-30,5,5,7,8,7,7.0,
936,159,6350,2023-05-30,7,7,7,8,7,8.0,Wish there were more cats available.
937,178,6351,2023-05-30,4,5,9,7,5,7.0,Cat yoga was amazing!
938,58,6353,2023-05-30,5,6,7,8,6,8.0,Cat yoga was amazing!
939,46,6356,2023-05-31,7,7,9,7,8,7.0,Great experience!
940,7,6357,2023-05-31,9,8,8,7,7,6.0,
942,97,6371,2023-05-31,7,5,8,8,8,7.0,Coffee was excellent.
943,13,6375,2023-06-01,8,9,9,9,10,6.0,
944,65,6382,2023-06-01,8,8,9,9,9,6.0,
945,111,6398,2023-06-02,6,6,8,7,5,6.0,
946,130,6418,2023-06-03,8,8,7,7,9,8.0,Will definitely come back.
947,123,6430,2023-06-04,5,5,8,7,6,6.0,Loved the cats!
948,139,6436,2023-06-04,7,9,8,7,8,6.0,Great experience!
949,153,6448,2023-06-05,4,4,9,6,5,6.0,My new favorite spot!
950,197,6452,2023-06-05,10,9,8,8,9,,
951,107,6460,2023-06-06,8,8,6,8,8,9.0,Relaxing atmosphere.
952,188,6468,2023-06-06,7,8,7,7,8,5.0,
953,173,6469,2023-06-06,6,5,7,8,6,7.0,
954,12,6474,2023-06-06,10,7,6,7,10,6.0,Cat yoga was amazing!
955,192,6485,2023-06-07,5,7,9,8,7,6.0,The waffles were delicious.
956,39,6491,2023-06-07,7,8,6,8,6,8.0,
957,122,6497,2023-06-08,7,7,9,8,8,7.0,Great experience!
958,164,6504,2023-06-08,7,7,7,8,6,6.0,Would recommend to friends.
959,77,6511,2023-06-09,5,5,6,9,5,,Wish there were more cats available.
960,25,6513,2023-06-09,8,9,9,7,9,7.0,Relaxing atmosphere.
961,164,6517,2023-06-09,5,4,7,7,5,7.0,A bit crowded today.
962,219,6524,2023-06-09,7,7,10,7,7,8.0,Cat yoga was amazing!
963,174,6545,2023-06-11,4,4,7,7,6,7.0,
964,178,6547,2023-06-11,7,6,7,8,7,7.0,
965,141,6554,2023-06-11,8,8,9,7,8,4.0,Coffee was excellent.
966,37,6565,2023-06-12,6,4,8,7,6,6.0,Wish there were more cats available.
967,21,6566,2023-06-12,8,7,7,6,7,5.0,My new favorite spot!
968,205,6567,2023-06-12,9,9,10,9,9,9.0,The staff was so helpful.
969,82,6568,2023-06-12,10,10,7,9,9,8.0,Wish there were more cats available.
970,60,6586,2023-06-13,6,7,7,9,7,4.0,A bit crowded today.
971,227,6596,2023-06-13,8,8,8,8,9,6.0,
972,128,6607,2023-06-14,7,7,8,8,9,7.0,Coffee was excellent.
973,189,6623,2023-06-15,9,8,7,9,9,7.0,A bit crowded today.
974,59,6624,2023-06-15,8,9,8,8,10,7.0,
975,41,6627,2023-06-15,9,8,8,9,8,6.0,My new favorite spot!
976,237,6628,2023-06-15,8,9,6,6,10,8.0,Best cat cafe in DC!
977,9,6644,2023-06-16,7,8,7,9,8,7.0,
978,71,6649,2023-06-17,5,5,9,7,4,7.0,Coffee was excellent.
979,215,6650,2023-06-17,7,8,8,8,9,,
980,36,6652,2023-06-17,7,5,8,7,7,7.0,
981,222,6665,2023-06-17,9,9,7,8,9,8.0,Would recommend to friends.
982,83,6667,2023-06-18,8,7,8,8,10,5.0,Perfect rainy day activity.
983,132,6668,2023-06-18,6,7,9,8,6,6.0,Great experience!
984,26,6676,2023-06-18,3,3,7,8,5,,
985,116,6686,2023-06-19,8,7,7,7,10,9.0,Relaxing atmosphere.
986,155,6687,2023-06-19,4,4,8,7,4,,
987,136,6691,2023-06-19,4,5,6,7,4,8.0,The waffles were delicious.
988,42,6693,2023-06-19,5,6,8,7,6,6.0,Cat yoga was amazing!
989,194,6699,2023-06-19,5,5,8,7,6,10.0,The staff was so helpful.
990,109,6700,2023-06-20,8,8,7,9,9,7.0,Best cat cafe in DC!
991,211,6707,2023-06-20,6,6,7,9,7,7.0,Coffee was excellent.
992,112,6736,2023-06-22,7,8,9,8,8,9.0,Loved the cats!
993,46,6739,2023-06-22,4,5,7,8,5,6.0,Great experience!
994,120,6741,2023-06-22,10,10,6,6,10,7.0,Wish there were more cats available.
995,89,6742,2023-06-22,9,10,8,8,10,7.0,Will definitely come back.
996,153,6755,2023-06-23,7,6,9,7,7,7.0,My new favorite spot!
997,99,6765,2023-06-23,8,7,9,8,7,5.0,Wish there were more cats available.
998,38,6770,2023-06-24,8,7,7,7,7,7.0,Will definitely come back.
999,168,6776,2023-06-24,4,5,7,7,5,6.0,
1000,221,6795,2023-06-25,5,5,8,7,6,7.0,The waffles were delicious.
1001,86,6802,2023-06-25,7,7,10,8,8,6.0,Loved the cats!
1002,117,6805,2023-06-26,8,8,5,8,10,5.0,Great experience!
1003,221,6810,2023-06-26,9,10,9,7,10,,
1004,110,6811,2023-06-26,6,6,8,7,7,7.0,
1005,68,6815,2023-06-26,7,7,7,7,10,7.0,Best cat cafe in DC!
1006,226,6821,2023-06-27,6,5,6,7,7,6.0,Relaxing atmosphere.
1007,16,6822,2023-06-27,5,5,8,9,4,6.0,
1008,168,6834,2023-06-27,8,8,6,8,10,6.0,
1009,27,6835,2023-06-27,9,9,9,9,10,6.0,Best cat cafe in DC!
1010,100,6837,2023-06-28,9,7,8,8,10,,Coffee was excellent.
1011,246,6860,2023-06-29,6,7,8,8,7,6.0,Wish there were more cats available.
1012,45,6869,2023-06-29,8,9,8,9,8,6.0,Great experience!
1013,188,6876,2023-06-30,5,6,6,7,5,8.0,Relaxing atmosphere.
1014,151,6880,2023-06-30,7,6,9,8,7,8.0,The waffles were delicious.
1015,219,6883,2023-06-30,7,6,5,8,7,5.0,Coffee was excellent.
1016,196,6886,2023-06-30,6,6,7,8,6,4.0,
1017,5,6888,2023-06-30,8,8,6,7,9,,Would recommend to friends.
1018,100,6892,2023-07-01,8,7,8,7,9,7.0,Would recommend to friends.
1019,186,6901,2023-07-01,7,6,8,9,8,5.0,
1020,30,6905,2023-07-01,8,9,9,8,8,8.0,
1021,62,6910,2023-07-02,8,7,9,8,9,7.0,
1022,115,6913,2023-07-02,7,7,7,8,9,,
1024,166,6917,2023-07-02,4,4,6,8,5,7.0,
1025,107,6923,2023-07-03,10,9,7,6,10,8.0,Wish there were more cats available.
1026,14,6924,2023-07-03,10,9,7,7,10,7.0,
1027,44,6964,2023-07-05,7,7,5,8,8,8.0,Will definitely come back.
1028,59,6979,2023-07-06,6,5,9,7,7,8.0,A bit crowded today.
1029,9,6980,2023-07-06,7,7,8,8,8,6.0,The waffles were delicious.
1030,235,6981,2023-07-06,8,6,7,9,6,7.0,
1031,83,6983,2023-07-06,8,6,7,7,9,7.0,Cat yoga was amazing!
1032,4,6994,2023-07-07,6,7,7,9,6,7.0,Will definitely come back.
1033,131,6995,2023-07-07,7,8,8,8,9,6.0,Loved the cats!
1034,2,7004,2023-07-07,8,8,9,8,9,7.0,Coffee was excellent.
1035,155,7008,2023-07-07,7,6,6,8,7,7.0,Would recommend to friends.
1037,249,7033,2023-07-09,4,5,7,7,3,,
1038,68,7042,2023-07-09,3,6,9,7,6,8.0,The staff was so helpful.
1039,162,7047,2023-07-10,9,10,8,8,9,7.0,
1040,132,7049,2023-07-10,2,3,8,7,3,6.0,
1041,186,7056,2023-07-10,8,7,7,6,9,6.0,Cat yoga was amazing!
1042,157,7068,2023-07-11,10,9,8,8,9,8.0,Great experience!
1043,201,7071,2023-07-11,6,5,7,7,6,8.0,
1044,2,7076,2023-07-11,8,9,7,7,9,6.0,
1045,54,7079,2023-07-12,8,8,6,7,10,5.0,
1046,180,7080,2023-07-12,5,6,7,7,6,6.0,Will definitely come back.
1047,65,7081,2023-07-12,10,10,8,8,10,6.0,A bit crowded today.
1048,219,7092,2023-07-12,9,10,7,8,8,8.0,Best cat cafe in DC!
1049,2,7097,2023-07-13,10,10,7,7,9,6.0,Cat yoga was amazing!
1050,112,7103,2023-07-13,5,6,7,7,5,8.0,
1051,161,7111,2023-07-13,7,8,9,7,7,7.0,Would recommend to friends.
1052,181,7117,2023-07-14,8,8,8,7,10,6.0,Loved the cats!
1053,140,7127,2023-07-14,9,9,7,8,10,7.0,Perfect rainy day activity.
1054,220,7143,2023-07-15,7,7,6,7,8,7.0,
1055,96,7146,2023-07-16,6,6,7,8,7,,Wish there were more cats available.
1056,19,7148,2023-07-16,8,8,7,9,6,6.0,The waffles were delicious.
1057,17,7167,2023-07-17,9,7,9,9,7,5.0,Cat yoga was amazing!
1058,165,7172,2023-07-17,6,6,7,8,8,7.0,A bit crowded today.
1059,39,7176,2023-07-17,9,9,8,8,7,6.0,The staff was so helpful.
1060,139,7180,2023-07-17,5,5,6,8,4,9.0,Coffee was excellent.
1061,81,7203,2023-07-19,4,4,9,7,5,8.0,
1062,28,7213,2023-07-19,6,6,9,8,6,6.0,Will definitely come back.
1063,207,7218,2023-07-20,6,6,7,7,7,7.0,Cat yoga was amazing!
1064,75,7242,2023-07-21,6,7,7,7,5,7.0,Would recommend to friends.
1065,3,7244,2023-07-21,8,7,7,8,10,8.0,Would recommend to friends.
1066,191,7249,2023-07-22,7,7,8,8,7,8.0,Relaxing atmosphere.
1067,212,7255,2023-07-22,5,7,9,8,7,7.0,Wish there were more cats available.
1068,82,7257,2023-07-22,7,8,6,7,8,6.0,
1069,115,7259,2023-07-22,6,6,6,7,8,6.0,The waffles were delicious.
1070,189,7263,2023-07-22,6,6,7,7,7,7.0,The waffles were delicious.
1071,216,7280,2023-07-23,7,8,7,7,9,8.0,Perfect rainy day activity.
1072,151,7288,2023-07-24,8,7,6,7,9,7.0,Great experience!
1073,242,7293,2023-07-24,3,4,6,8,6,,
1074,146,7303,2023-07-25,7,8,6,7,8,6.0,
1075,25,7307,2023-07-25,9,7,8,8,8,8.0,
1076,247,7309,2023-07-25,7,7,8,7,8,7.0,
1077,26,7312,2023-07-25,6,5,7,8,4,7.0,My new favorite spot!
1078,80,7318,2023-07-26,7,6,9,8,7,7.0,The staff was so helpful.
1079,169,7330,2023-07-26,6,6,7,7,5,8.0,A bit crowded today.
1080,129,7334,2023-07-26,9,8,7,7,9,7.0,
1081,117,7338,2023-07-27,9,7,8,8,8,7.0,
1082,171,7343,2023-07-27,5,5,6,7,7,7.0,A bit crowded today.
1083,151,7345,2023-07-27,7,8,7,9,8,9.0,
1084,97,7349,2023-07-27,9,9,7,7,10,6.0,
1085,11,7352,2023-07-28,5,7,7,8,8,7.0,Great experience!
1086,220,7360,2023-07-28,4,2,6,8,4,6.0,Will definitely come back.
1087,209,7365,2023-07-28,5,5,8,7,7,7.0,Great experience!
1088,106,7377,2023-07-29,7,6,6,8,10,7.0,Wish there were more cats available.
1089,233,7388,2023-07-30,6,9,6,7,8,7.0,Wish there were more cats available.
1090,223,7393,2023-07-30,8,8,7,7,10,,Relaxing atmosphere.
1091,150,7394,2023-07-30,5,6,9,8,6,5.0,Great experience!
1092,215,7410,2023-07-31,7,6,6,8,9,7.0,Best cat cafe in DC!
1093,98,7420,2023-07-31,9,7,7,6,8,7.0,
1094,71,7425,2023-08-01,5,4,7,8,7,8.0,
1095,169,7426,2023-08-01,9,7,6,7,8,8.0,Relaxing atmosphere.
1096,82,7432,2023-08-01,8,9,6,10,10,7.0,Perfect rainy day activity.
1097,5,7434,2023-08-01,6,7,9,6,6,6.0,The staff was so helpful.
1098,29,7445,2023-08-02,7,7,9,7,6,7.0,
1099,115,7463,2023-08-03,5,7,7,8,7,6.0,
1100,153,7465,2023-08-03,4,6,7,7,5,7.0,Wish there were more cats available.
1101,142,7468,2023-08-03,7,6,6,7,7,6.0,Wish there were more cats available.
1102,31,7476,2023-08-04,7,8,7,7,7,7.0,Would recommend to friends.
1103,223,7481,2023-08-04,9,8,7,9,8,8.0,
1104,19,7482,2023-08-04,5,5,9,8,5,9.0,Would recommend to friends.
1106,189,7503,2023-08-05,5,5,8,7,5,8.0,A bit crowded today.
1107,218,7506,2023-08-05,7,7,8,9,6,7.0,Loved the cats!
1108,82,7507,2023-08-06,6,7,7,7,6,7.0,Great experience!
1109,176,7508,2023-08-06,8,9,7,8,7,7.0,Relaxing atmosphere.
1110,142,7511,2023-08-06,7,6,8,7,8,9.0,The waffles were delicious.
1111,25,7513,2023-08-06,4,6,7,8,7,,Relaxing atmosphere.
1112,131,7516,2023-08-06,8,8,8,7,8,7.0,Best cat cafe in DC!
1113,95,7520,2023-08-06,7,8,9,7,7,6.0,
1114,231,7532,2023-08-07,6,5,7,7,6,7.0,Coffee was excellent.
1115,150,7533,2023-08-07,6,6,6,8,6,8.0,The staff was so helpful.
1116,80,7538,2023-08-07,8,7,8,8,9,9.0,
1117,167,7539,2023-08-07,8,9,6,8,9,,
1118,41,7544,2023-08-08,6,7,9,8,6,6.0,
1119,228,7551,2023-08-08,5,3,7,7,3,5.0,Relaxing atmosphere.
1120,8,7565,2023-08-09,6,6,8,8,6,9.0,
1121,51,7571,2023-08-09,6,6,9,8,6,6.0,
1122,22,7584,2023-08-10,6,8,7,9,8,8.0,Relaxing atmosphere.
1123,162,7593,2023-08-11,6,6,6,8,8,6.0,The waffles were delicious.
1124,124,7604,2023-08-11,7,7,8,8,5,6.0,
1125,139,7612,2023-08-12,5,6,8,9,8,7.0,My new favorite spot!
1126,136,7617,2023-08-12,5,5,6,8,8,7.0,Best cat cafe in DC!
1127,189,7626,2023-08-12,4,5,8,8,6,9.0,Loved the cats!
1128,224,7641,2023-08-13,6,6,9,7,7,8.0,Coffee was excellent.
1129,43,7645,2023-08-14,8,6,7,7,8,8.0,
1130,79,7646,2023-08-14,6,6,8,8,7,8.0,
1131,70,7649,2023-08-14,8,9,7,8,10,5.0,The staff was so helpful.
1132,183,7661,2023-08-15,8,8,8,7,8,8.0,My new favorite spot!
1133,42,7692,2023-08-16,5,6,9,7,7,8.0,The staff was so helpful.
1134,114,7698,2023-08-17,8,7,6,9,8,5.0,Coffee was excellent.
1135,58,7701,2023-08-17,6,6,8,8,6,6.0,
1136,112,7705,2023-08-17,7,7,8,7,8,7.0,
1137,183,7717,2023-08-18,3,5,5,8,4,7.0,A bit crowded today.
1138,163,7723,2023-08-18,9,5,8,8,6,8.0,Would recommend to friends.
1139,185,7724,2023-08-18,5,6,8,8,7,6.0,Relaxing atmosphere.
1140,72,7732,2023-08-19,6,6,7,8,7,6.0,Wish there were more cats available.
1141,178,7737,2023-08-19,5,7,7,9,5,,Perfect rainy day activity.
1142,60,7748,2023-08-20,5,4,8,8,6,6.0,Would recommend to friends.
1143,4,7772,2023-08-21,8,10,7,8,9,8.0,
1144,41,7775,2023-08-21,7,7,6,8,9,7.0,Great experience!
1145,69,7784,2023-08-22,9,7,7,8,9,8.0,The staff was so helpful.
1146,41,7796,2023-08-22,8,6,8,8,6,6.0,
1147,51,7799,2023-08-23,6,5,7,9,4,5.0,Would recommend to friends.
1148,152,7800,2023-08-23,8,7,7,8,8,7.0,
1149,178,7801,2023-08-23,8,9,8,7,9,8.0,Wish there were more cats available.
1150,118,7803,2023-08-23,5,5,8,8,7,7.0,The waffles were delicious.
1151,217,7805,2023-08-23,7,8,8,8,6,8.0,
1152,162,7814,2023-08-23,7,6,9,8,8,8.0,
1153,132,7816,2023-08-24,7,7,8,7,8,6.0,Perfect rainy day activity.
1154,157,7819,2023-08-24,6,6,9,8,7,6.0,Best cat cafe in DC!
1155,18,7821,2023-08-24,6,7,7,9,8,8.0,Cat yoga was amazing!
1156,202,7823,2023-08-24,6,3,9,8,6,8.0,Relaxing atmosphere.
1157,244,7828,2023-08-24,8,5,8,8,7,7.0,Great experience!
1158,196,7836,2023-08-25,6,6,7,8,7,9.0,Loved the cats!
1159,56,7838,2023-08-25,7,7,7,8,6,8.0,Relaxing atmosphere.
1160,96,7844,2023-08-25,9,9,9,7,8,8.0,Would recommend to friends.
1161,68,7846,2023-08-25,3,4,8,8,4,6.0,
1162,226,7855,2023-08-26,4,5,6,8,5,6.0,Coffee was excellent.
1163,43,7859,2023-08-26,10,10,9,7,10,7.0,Cat yoga was amazing!
1164,217,7862,2023-08-26,5,6,9,9,7,7.0,
1165,211,7863,2023-08-26,4,5,7,8,5,6.0,
1166,107,7864,2023-08-26,7,7,9,9,8,6.0,Cat yoga was amazing!
1167,37,7881,2023-08-27,10,9,8,8,10,,Perfect rainy day activity.
1168,77,7928,2023-08-30,5,7,7,7,7,5.0,Relaxing atmosphere.
1169,233,7935,2023-08-30,7,6,7,7,5,8.0,
1170,16,7940,2023-08-31,9,9,7,8,10,,Relaxing atmosphere.
1171,53,7944,2023-08-31,5,5,8,8,7,5.0,
1172,244,7950,2023-08-31,5,6,7,8,6,10.0,Relaxing atmosphere.
1173,234,7951,2023-08-31,8,7,7,7,10,8.0,Loved the cats!
1174,141,7952,2023-08-31,4,5,7,7,5,5.0,Relaxing atmosphere.
1175,211,7958,2023-09-01,4,5,9,7,5,5.0,Coffee was excellent.
1176,116,7965,2023-09-01,10,7,8,8,9,8.0,Great experience!
1177,63,7977,2023-09-02,6,7,8,8,6,6.0,
1178,117,7978,2023-09-02,8,7,7,8,5,6.0,
1179,184,7979,2023-09-02,4,5,7,7,5,7.0,
1180,2,7984,2023-09-02,7,7,9,8,7,6.0,Wish there were more cats available.
1181,200,7989,2023-09-03,4,5,8,8,5,6.0,A bit crowded today.
1182,109,7991,2023-09-03,6,6,8,7,6,6.0,My new favorite spot!
1183,85,8002,2023-09-03,7,7,6,8,8,6.0,The staff was so helpful.
1184,87,8003,2023-09-03,7,7,7,9,7,9.0,Wish there were more cats available.
1185,40,8011,2023-09-04,6,6,8,9,7,6.0,Wish there were more cats available.
1186,156,8022,2023-09-05,7,8,8,7,7,5.0,Wish there were more cats available.
1187,29,8025,2023-09-05,6,4,9,5,6,8.0,Relaxing atmosphere.
1188,179,8041,2023-09-06,8,9,8,7,8,8.0,Perfect rainy day activity.
1189,7,8063,2023-09-07,4,6,9,7,4,9.0,Would recommend to friends.
1190,191,8070,2023-09-07,8,7,7,7,8,7.0,Coffee was excellent.
1191,205,8071,2023-09-07,8,9,6,7,9,6.0,Relaxing atmosphere.
1192,185,8074,2023-09-08,4,7,7,7,6,8.0,Would recommend to friends.
1193,138,8081,2023-09-08,8,8,8,6,9,8.0,Perfect rainy day activity.
1194,239,8083,2023-09-08,8,8,8,7,8,7.0,Relaxing atmosphere.
1195,223,8122,2023-09-10,8,6,8,7,8,6.0,Coffee was excellent.
1196,45,8129,2023-09-11,6,7,8,7,6,6.0,A bit crowded today.
1197,30,8137,2023-09-11,9,10,9,7,10,6.0,Coffee was excellent.
1199,235,8146,2023-09-12,6,6,8,7,6,7.0,
1200,180,8158,2023-09-12,6,5,7,7,7,6.0,
1201,127,8166,2023-09-13,8,9,8,7,8,5.0,
1202,48,8177,2023-09-14,7,8,6,8,8,8.0,A bit crowded today.
1203,149,8182,2023-09-14,8,10,8,8,7,9.0,
1204,180,8199,2023-09-15,6,7,7,9,4,6.0,Perfect rainy day activity.
1205,130,8204,2023-09-15,7,6,7,7,5,7.0,Would recommend to friends.
1206,116,8207,2023-09-15,9,9,7,6,8,7.0,Would recommend to friends.
1207,88,8210,2023-09-15,7,6,8,7,5,6.0,Will definitely come back.
1208,50,8233,2023-09-17,7,7,8,8,7,7.0,Perfect rainy day activity.
1209,41,8253,2023-09-18,8,7,10,8,5,7.0,
1210,118,8260,2023-09-18,6,7,7,7,6,5.0,Perfect rainy day activity.
1211,213,8261,2023-09-18,6,7,9,8,6,,
1212,4,8267,2023-09-19,5,5,9,8,5,7.0,Coffee was excellent.
1214,187,8288,2023-09-20,9,8,8,8,9,8.0,The waffles were delicious.
1215,36,8295,2023-09-20,7,7,7,7,5,6.0,
1216,175,8301,2023-09-21,7,7,7,8,10,9.0,Coffee was excellent.
1217,201,8312,2023-09-21,6,6,7,7,7,8.0,Would recommend to friends.
1218,170,8313,2023-09-21,9,8,8,6,10,,Great experience!
1219,239,8315,2023-09-22,7,6,8,7,8,7.0,Relaxing atmosphere.
1220,47,8321,2023-09-22,6,7,8,8,7,5.0,The staff was so helpful.
1221,172,8328,2023-09-22,7,5,8,7,6,6.0,A bit crowded today.
1222,194,8332,2023-09-23,2,3,8,6,3,8.0,The staff was so helpful.
1223,49,8334,2023-09-23,6,7,9,7,7,6.0,The staff was so helpful.
1224,241,8337,2023-09-23,6,7,8,9,6,8.0,
1225,184,8338,2023-09-23,6,6,8,7,7,8.0,Best cat cafe in DC!
1226,185,8361,2023-09-24,4,5,8,8,3,7.0,Great experience!
1228,207,8368,2023-09-25,9,8,6,9,8,7.0,
1229,90,8371,2023-09-25,8,7,5,9,7,7.0,Wish there were more cats available.
1230,66,8387,2023-09-26,8,10,5,6,9,8.0,Great experience!
1231,99,8388,2023-09-26,6,6,8,7,7,6.0,The waffles were delicious.
1232,53,8406,2023-09-27,8,10,7,8,9,8.0,
1233,51,8410,2023-09-27,7,8,8,7,8,8.0,The staff was so helpful.
1234,198,8413,2023-09-27,6,5,8,7,6,6.0,The staff was so helpful.
1235,193,8415,2023-09-27,8,8,6,8,7,6.0,Perfect rainy day activity.
1236,232,8422,2023-09-28,6,7,7,8,7,7.0,Best cat cafe in DC!
1237,40,8429,2023-09-28,6,6,6,8,7,8.0,Would recommend to friends.
