interaction_id,visit_id,cat_id,type_id,duration_mins,staff_id,start_time,notes
16412,9733,52,2,24,10,13:36:00,
16413,9734,34,3,29,6,16:13:00,
16414,9734,73,5,32,2,16:04:00,
16415,9735,45,6,48,3,11:28:00,
16416,9735,39,2,28,2,12:45:00,
16417,9736,61,7,26,6,12:13:00,
16418,9737,66,6,28,10,14:45:00,
16419,9737,67,1,32,13,14:47:00,
16420,9737,47,6,30,2,14:44:00,
16421,9738,44,1,19,6,17:27:00,
16422,9739,13,2,42,1,11:15:00,
16423,9739,29,7,40,5,10:19:00,
16424,9740,57,4,27,12,14:26:00,
16425,9740,45,2,44,3,14:29:00,
16426,9740,13,6,37,6,13:52:00,
16427,9741,42,3,32,13,13:51:00,
16428,9741,44,6,6,5,13:44:00,
16429,9742,69,4,34,5,11:13:00,
16430,9742,11,2,30,3,11:30:00,
16431,9743,48,5,14,5,10:35:00,
16432,9743,23,2,39,7,10:25:00,
16433,9744,13,8,34,7,11:57:00,
16434,9744,1,5,31,13,11:23:00,
16435,9744,45,3,50,1,12:34:00,
16436,9745,1,6,34,5,17:27:00,
16437,9746,53,8,21,11,16:11:00,
16438,9747,51,8,26,1,10:14:00,
16439,9747,12,8,33,12,10:30:00,
16440,9747,46,6,40,14,10:22:00,
16441,9748,1,8,32,4,16:46:00,
16442,9749,51,8,35,4,14:34:00,
16443,9749,13,4,38,10,15:19:00,
16444,9750,34,6,33,3,15:58:00,
16445,9751,1,7,16,10,13:40:00,
16446,9751,46,7,31,2,12:18:00,
16447,9751,66,7,11,11,13:29:00,
16448,9752,56,8,35,12,13:26:00,
16449,9752,42,8,47,5,13:19:00,
16450,9753,73,3,9,12,16:57:00,
16451,9753,51,2,21,7,18:08:00,
16452,9754,34,4,35,4,16:57:00,
16453,9754,57,3,24,12,17:06:00,
16454,9755,34,4,37,13,17:44:00,
16455,9756,46,8,29,6,14:35:00,
16456,9757,47,4,36,6,13:06:00,
16457,9758,5,6,33,7,12:41:00,
16458,9758,71,2,6,11,13:17:00,
16459,9759,29,7,30,14,11:57:00,
16460,9759,51,3,23,6,11:42:00,
16461,9759,45,8,43,6,12:10:00,
16462,9760,53,6,41,13,13:22:00,
16463,9760,73,1,12,12,13:17:00,
16464,9761,5,6,38,13,09:20:00,
16465,9762,56,8,22,7,14:26:00,
16466,9762,12,2,38,13,14:21:00,
16467,9762,20,8,21,14,13:56:00,
16468,9763,10,8,32,6,12:29:00,
16469,9763,29,5,32,13,12:43:00,
16470,9764,59,4,32,6,14:05:00,
16471,9764,45,5,36,4,14:36:00,
16472,9764,5,8,43,13,15:07:00,
16473,9765,50,8,23,11,18:10:00,
16474,9765,51,8,22,6,18:53:00,
16475,9765,67,6,20,1,16:51:00,
16476,9766,7,2,25,3,16:50:00,
16477,9766,61,1,30,1,16:39:00,
16478,9766,73,7,21,14,16:38:00,
16479,9767,51,4,20,14,09:21:00,
16480,9767,46,4,26,10,09:42:00,
16481,9767,53,3,21,11,09:27:00,
16482,9768,8,8,21,5,15:46:00,
16483,9769,34,1,51,7,16:38:00,
16484,9770,59,1,21,14,13:12:00,
16485,9770,43,5,37,11,14:00:00,
16486,9770,1,3,22,6,13:10:00,
16487,9771,20,3,22,1,10:43:00,
16488,9771,42,7,18,12,10:30:00,
16489,9772,45,4,25,13,15:56:00,
16490,9772,67,7,25,4,16:02:00,
16491,9773,13,5,34,1,12:13:00,
16492,9773,73,7,23,13,12:07:00,
16493,9774,11,5,32,11,10:31:00,
16494,9774,1,8,13,4,10:00:00,
16495,9774,50,4,42,11,10:43:00,
16496,9775,68,4,27,4,17:58:00,
16497,9776,43,7,35,13,12:25:00,
16498,9776,29,8,8,5,12:57:00,
16499,9776,39,5,32,13,13:01:00,
16500,9777,59,1,19,6,17:14:00,
16501,9778,1,4,30,3,12:39:00,
16502,9778,11,8,24,13,12:51:00,
16503,9779,66,2,12,10,12:57:00,
16504,9779,5,6,34,11,13:23:00,
16505,9780,73,2,27,2,10:10:00,
16506,9781,59,8,31,2,15:23:00,
16507,9781,57,6,29,3,15:19:00,
16508,9782,48,7,13,13,16:41:00,
16509,9783,65,3,31,1,16:37:00,
16510,9784,19,7,37,5,13:45:00,
16511,9784,13,3,45,14,13:22:00,
16512,9785,11,4,26,6,11:45:00,
16513,9786,5,7,32,5,09:27:00,
16514,9786,42,7,32,13,10:07:00,
16515,9787,71,5,14,14,14:02:00,
16516,9788,8,1,31,5,11:31:00,
16517,9788,44,5,5,5,11:54:00,
16518,9788,65,7,28,3,11:42:00,
16519,9789,45,1,37,12,13:22:00,
16520,9789,7,6,32,5,14:04:00,
16521,9790,12,8,27,12,17:55:00,
16522,9791,23,1,30,11,10:20:00,
16523,9792,23,1,37,4,16:14:00,
16524,9793,56,8,31,3,14:05:00,
16525,9793,52,2,22,3,15:04:00,
16526,9794,61,6,35,14,09:28:00,
16527,9794,34,6,33,2,09:25:00,
16528,9795,67,7,57,11,13:09:00,
16529,9795,12,8,34,10,13:15:00,
16530,9796,47,1,11,1,10:14:00,
16531,9797,43,8,43,7,15:51:00,
16532,9797,46,6,25,1,15:56:00,
16533,9798,61,1,35,5,13:55:00,
16534,9798,68,4,40,10,14:05:00,
16535,9798,67,8,15,2,13:41:00,
16536,9799,50,1,30,4,14:16:00,
16537,9800,46,3,34,7,10:14:00,
16538,9800,43,4,28,5,10:23:00,
16539,9801,8,5,9,12,09:58:00,
16540,9802,71,2,22,10,16:10:00,
16541,9802,5,4,29,4,16:29:00,
16542,9803,53,6,21,4,15:49:00,
16543,9804,10,2,16,12,12:07:00,
16544,9804,11,5,30,3,12:26:00,
16545,9805,23,7,29,1,09:55:00,
16546,9805,53,3,28,10,09:36:00,
16547,9806,59,1,35,3,11:49:00,
16548,9806,73,2,26,6,12:33:00,
16549,9807,56,4,27,11,17:45:00,
16550,9807,11,7,32,14,16:26:00,
16551,9807,67,3,19,5,17:21:00,
16552,9808,65,3,40,10,12:35:00,
16553,9809,11,3,42,4,14:04:00,
16554,9810,47,5,33,1,14:29:00,
16555,9810,42,5,45,7,14:46:00,
16556,9811,51,3,23,5,10:43:00,
16557,9811,42,5,33,7,10:38:00,
16558,9812,39,1,33,7,11:49:00,
16559,9813,34,2,35,2,16:38:00,
16560,9813,53,7,10,13,16:48:00,
16561,9813,57,3,29,6,16:46:00,
16562,9814,11,5,12,1,16:41:00,
16563,9814,69,2,26,13,17:33:00,
16564,9815,8,8,12,12,18:14:00,
16565,9815,71,1,21,7,17:35:00,
16566,9816,69,4,36,1,16:57:00,
16567,9817,11,4,10,7,14:30:00,
16568,9817,71,3,20,11,14:53:00,
16569,9818,65,8,39,11,10:35:00,
16570,9818,44,6,15,14,10:28:00,
16571,9819,10,6,22,11,17:00:00,
16572,9820,68,7,40,7,15:42:00,
16573,9821,1,3,30,10,10:33:00,
16574,9822,23,8,39,7,16:52:00,
16575,9822,11,7,35,7,16:58:00,
16576,9822,65,8,42,1,17:48:00,
16577,9823,71,3,14,11,15:55:00,
16578,9824,23,6,36,4,10:56:00,
16579,9824,67,6,34,14,11:10:00,
16580,9825,39,5,26,7,14:58:00,
16581,9826,46,6,26,12,13:54:00,
16582,9827,12,6,30,13,13:24:00,
16583,9828,67,4,30,12,15:06:00,
16584,9829,71,3,24,3,11:27:00,
16585,9830,53,5,29,2,16:17:00,
16586,9830,69,8,42,3,16:15:00,
16587,9831,47,6,34,5,12:10:00,
16588,9832,65,1,23,2,14:12:00,
16589,9832,13,2,32,2,13:51:00,
16590,9833,46,8,27,5,17:56:00,
16591,9834,65,5,27,10,10:28:00,
16592,9835,66,5,15,14,10:15:00,
16593,9836,52,1,25,4,17:17:00,
16594,9837,13,6,40,14,13:52:00,
16595,9837,10,2,21,3,14:15:00,
16596,9838,51,1,20,3,16:17:00,
16597,9838,19,2,22,12,16:46:00,
16598,9839,62,1,41,1,10:06:00,
16599,9839,65,1,18,4,10:33:00,
16600,9840,48,7,21,14,12:16:00,
16601,9841,61,7,35,4,12:05:00,
16602,9841,10,4,28,6,11:57:00,
16603,9842,34,2,26,11,17:51:00,
16604,9842,57,1,17,3,17:25:00,
16605,9843,42,1,40,7,15:29:00,
16606,9843,48,8,19,7,15:13:00,
16607,9843,47,3,30,7,15:16:00,
16608,9844,29,8,29,2,09:26:00,
16609,9845,65,8,33,5,09:58:00,
16610,9845,51,6,21,1,09:39:00,
16611,9846,12,2,36,6,11:49:00,
16612,9846,42,6,30,4,11:28:00,
16613,9846,8,7,28,1,11:54:00,
16614,9847,23,7,21,3,16:19:00,
16615,9848,1,4,29,12,11:45:00,
16616,9849,43,1,29,13,09:52:00,
16617,9849,45,5,21,4,10:08:00,
16618,9849,69,5,42,12,11:01:00,
16619,9850,66,3,26,14,16:17:00,
16620,9850,51,6,26,5,15:52:00,
16621,9850,23,2,28,7,15:59:00,
16622,9851,69,4,11,3,13:53:00,
16623,9851,13,7,22,11,13:36:00,
16624,9851,53,2,23,1,13:49:00,
16625,9852,59,5,20,14,13:08:00,
16626,9852,42,7,41,3,13:12:00,
16627,9852,47,5,24,3,14:17:00,
16628,9853,65,4,39,4,10:13:00,
16629,9854,42,4,26,7,11:09:00,
16630,9854,8,5,21,1,11:15:00,
16631,9854,46,8,34,12,11:08:00,
16632,9855,65,7,36,2,14:51:00,
16633,9855,62,7,19,11,15:22:00,
16634,9856,44,8,18,13,17:15:00,
16635,9857,46,7,28,1,15:47:00,
16636,9857,52,4,26,12,16:09:00,
16637,9857,51,3,24,7,15:50:00,
16638,9858,20,3,31,13,16:49:00,
16639,9859,34,4,38,6,13:16:00,
16640,9859,20,2,36,13,12:39:00,
16641,9860,52,3,40,5,14:48:00,
16642,9861,65,1,36,3,14:13:00,
16643,9861,34,7,23,3,14:56:00,
16644,9862,39,1,23,2,17:08:00,
16645,9863,65,6,40,14,10:23:00,
16646,9863,34,1,46,3,09:22:00,
16647,9864,48,4,13,6,16:51:00,
16648,9865,8,5,26,11,17:05:00,
16649,9866,53,5,28,6,12:53:00,
16650,9867,12,4,34,1,13:25:00,
16651,9867,34,5,44,7,12:41:00,
16652,9868,50,8,17,11,16:40:00,
16653,9868,69,2,26,13,16:31:00,
16654,9869,1,1,27,7,14:24:00,
16655,9869,51,4,26,11,15:05:00,
16656,9870,66,1,14,5,16:18:00,
16657,9870,1,7,31,2,15:50:00,
16658,9871,65,3,29,10,09:49:00,
16659,9872,48,5,21,12,10:24:00,
16660,9872,12,8,21,11,10:36:00,
16661,9873,20,8,36,12,11:01:00,
16662,9874,29,8,23,10,10:37:00,
16663,9874,8,5,20,3,10:55:00,
16664,9874,48,3,38,7,10:39:00,
16665,9875,11,3,26,1,13:51:00,
16666,9876,46,3,35,13,13:01:00,
16667,9876,67,7,28,7,14:04:00,
16668,9877,52,7,42,1,11:17:00,
16669,9877,51,8,15,2,12:02:00,
16670,9878,57,5,23,11,13:54:00,
16671,9879,12,5,13,2,10:22:00,
16672,9879,1,5,29,3,10:09:00,
16673,9880,34,8,31,4,09:42:00,
16674,9880,66,7,29,1,09:49:00,
16675,9881,59,3,24,6,12:11:00,
16676,9881,53,4,28,4,11:23:00,
16677,9881,65,3,38,13,12:30:00,
16678,9882,20,8,45,7,16:05:00,
16679,9882,1,5,24,12,15:51:00,
16680,9882,59,8,32,3,15:26:00,
16681,9883,10,4,12,13,16:05:00,
16682,9883,52,5,27,1,15:05:00,
16683,9884,68,4,25,10,16:23:00,
16684,9885,71,8,20,6,10:05:00,
16685,9885,57,5,17,7,09:48:00,
16686,9885,19,6,21,11,10:34:00,
16687,9886,52,3,27,14,13:28:00,
16688,9886,48,6,18,3,13:33:00,
16689,9886,68,1,39,14,13:19:00,
16690,9887,45,2,39,7,11:56:00,
16691,9888,46,4,8,14,11:14:00,
16692,9888,12,3,34,11,11:02:00,
16693,9888,5,1,37,7,10:54:00,
16694,9889,23,7,34,3,10:08:00,
16695,9889,45,5,29,10,10:16:00,
16696,9890,11,3,13,2,12:28:00,
16697,9891,39,2,15,6,11:27:00,
16698,9892,69,5,37,12,13:27:00,
16699,9892,8,1,40,4,13:57:00,
16700,9893,13,4,43,1,16:16:00,
16701,9894,10,8,37,7,15:27:00,
16702,9895,59,3,17,14,16:55:00,
16703,9895,44,8,10,5,16:49:00,
16704,9896,52,3,20,2,10:01:00,
16705,9897,20,8,39,6,10:21:00,
16706,9898,61,7,16,10,12:28:00,
16707,9899,57,7,14,12,14:43:00,
16708,9899,8,3,17,2,14:45:00,
16709,9899,13,2,37,7,15:09:00,
16710,9900,39,7,17,1,16:46:00,
16711,9901,71,4,18,10,11:49:00,
16712,9902,1,3,38,3,15:17:00,
16713,9903,45,6,42,1,17:00:00,
16714,9903,73,3,12,2,16:45:00,
16715,9903,61,3,32,13,16:53:00,
16716,9904,45,5,39,3,09:54:00,
16717,9904,44,4,20,5,09:54:00,
16718,9905,67,4,17,12,12:22:00,
16719,9906,19,4,25,13,12:34:00,
16720,9906,20,1,33,1,12:37:00,
16721,9907,43,1,33,6,13:41:00,
16722,9908,42,7,38,13,15:24:00,
16723,9908,29,1,36,1,15:39:00,
16724,9908,56,4,18,1,16:13:00,
16725,9909,69,8,28,12,15:23:00,
16726,9909,66,4,23,1,15:26:00,
16727,9910,12,4,31,7,12:36:00,
16728,9910,56,4,25,7,13:05:00,
16729,9911,52,3,36,3,11:55:00,
16730,9912,43,1,34,4,16:28:00,
16731,9913,5,6,36,5,12:24:00,
16732,9913,69,1,45,12,12:50:00,
16733,9914,19,8,29,10,14:02:00,
16734,9915,47,3,30,14,14:40:00,
16735,9916,47,3,16,12,16:08:00,
16736,9916,56,1,31,10,16:10:00,
16737,9917,42,4,35,5,14:02:00,
16738,9918,51,7,36,3,14:57:00,
16739,9919,10,4,31,13,11:52:00,
16740,9919,43,6,25,1,11:47:00,
16741,9920,20,2,27,4,13:17:00,
16742,9921,5,8,26,3,15:00:00,
16743,9921,53,6,17,3,15:04:00,
16744,9922,53,6,27,3,17:43:00,
16745,9923,10,1,32,5,12:00:00,
16746,9924,56,4,26,2,14:29:00,
16747,9924,23,7,32,10,14:18:00,
16748,9925,34,7,37,7,11:08:00,
16749,9925,10,5,35,14,10:20:00,
16750,9925,48,6,30,4,10:34:00,
16751,9926,39,7,15,3,11:31:00,
16752,9926,50,2,36,10,11:40:00,
16753,9927,45,7,40,14,11:18:00,
16754,9928,56,4,32,7,11:04:00,
16755,9929,12,3,23,7,11:34:00,
16756,9930,44,1,18,4,17:56:00,
16757,9931,56,8,37,7,09:34:00,
16758,9931,5,4,33,1,11:05:00,
16759,9932,45,7,33,14,13:13:00,
16760,9932,12,4,33,11,12:46:00,
16761,9933,45,1,46,11,15:30:00,
16762,9933,12,7,31,10,14:36:00,
16763,9933,19,5,31,7,16:01:00,
16764,9934,10,3,40,3,15:40:00,
16765,9934,5,7,54,5,16:06:00,
16766,9934,68,3,14,1,15:37:00,
16767,9935,73,8,5,10,11:29:00,
16768,9936,62,3,33,12,13:38:00,
16769,9937,57,4,7,13,15:59:00,
16770,9937,66,6,17,1,16:09:00,
16771,9937,48,1,33,14,16:12:00,
16772,9938,23,8,46,4,09:25:00,
16773,9938,39,7,24,3,09:20:00,
16774,9939,34,7,31,6,11:20:00,
16775,9939,20,7,39,11,11:21:00,
16776,9940,5,7,29,7,14:15:00,
16777,9941,68,6,35,4,12:28:00,
16778,9941,57,2,23,11,12:44:00,
16779,9942,56,1,29,4,14:02:00,
16780,9942,20,2,31,14,13:22:00,
16781,9943,48,2,22,6,12:39:00,
16782,9943,59,8,39,6,12:59:00,
16783,9944,57,7,42,6,12:25:00,
16784,9944,50,6,22,6,12:51:00,
16785,9945,43,2,23,11,11:58:00,
16786,9945,48,2,34,13,11:42:00,
16787,9946,59,7,17,1,13:26:00,
16788,9946,44,3,19,14,13:22:00,
16789,9947,66,3,16,5,09:12:00,
16790,9948,12,3,31,11,10:49:00,
16791,9949,62,1,25,3,11:01:00,
16792,9950,50,7,19,1,12:16:00,
16793,9951,1,2,40,1,12:00:00,
16794,9951,20,8,35,1,11:50:00,
16795,9952,46,1,36,14,15:57:00,
16796,9952,29,7,27,6,16:04:00,
16797,9953,5,5,25,5,14:54:00,
16798,9954,1,5,9,12,14:13:00,
16799,9954,67,6,13,3,13:34:00,
16800,9955,59,3,28,6,15:19:00,
16801,9956,34,1,27,10,13:30:00,
16802,9957,50,3,26,12,12:12:00,
16803,9957,51,1,22,5,11:55:00,
16804,9957,42,2,41,4,12:47:00,
16805,9958,62,4,28,6,10:27:00,
16806,9958,11,6,26,10,10:08:00,
16807,9959,39,6,45,7,14:05:00,
16808,9959,29,2,14,10,15:10:00,
16809,9960,39,6,27,12,16:50:00,
16810,9961,67,8,17,7,17:10:00,
16811,9961,53,4,30,13,16:31:00,
16812,9962,68,7,29,5,14:44:00,
16813,9962,48,2,14,6,15:06:00,
16814,9963,65,8,38,12,11:21:00,
16815,9963,69,4,16,5,11:20:00,
16816,9964,61,7,40,11,13:00:00,
16817,9964,8,4,18,4,13:41:00,
16818,9964,5,6,36,13,12:56:00,
16819,9965,39,1,27,7,14:08:00,
16820,9965,51,1,31,13,13:55:00,
16821,9966,46,1,36,10,15:32:00,
16822,9966,67,3,22,5,14:40:00,
16823,9967,59,5,14,4,14:57:00,
16824,9968,45,3,43,6,13:04:00,
16825,9969,73,3,31,3,09:11:00,
16826,9969,42,7,38,10,09:25:00,
16827,9970,29,2,33,4,13:11:00,
16828,9971,48,1,28,4,15:02:00,
16829,9971,43,5,36,1,14:56:00,
16830,9972,57,1,9,2,13:59:00,
16831,9972,10,7,48,1,14:32:00,
16832,9973,11,7,22,1,15:31:00,
16833,9974,62,5,29,5,10:37:00,
16834,9974,20,1,38,12,10:23:00,
16835,9975,52,7,25,4,12:28:00,
16836,9975,61,3,27,10,12:18:00,
16837,9976,5,2,33,10,15:15:00,
16838,9976,12,4,20,4,14:53:00,
16839,9977,5,7,38,10,11:25:00,
16840,9977,59,1,35,10,11:48:00,
16841,9977,46,4,26,4,12:44:00,
16842,9978,52,6,30,11,13:10:00,
16843,9978,8,6,32,12,13:17:00,
16844,9978,73,6,17,2,12:35:00,
16845,9979,8,6,41,7,16:14:00,
16846,9979,47,6,32,7,15:53:00,
16847,9980,59,1,22,10,16:11:00,
16848,9981,7,2,34,7,09:59:00,
16849,9981,42,2,38,2,09:43:00,
16850,9982,14,6,28,10,10:30:00,
16851,9982,48,5,30,5,10:21:00,
16852,9983,56,8,29,13,11:58:00,
16853,9983,1,5,26,2,11:25:00,
16854,9984,61,5,32,11,16:26:00,
16855,9985,48,5,30,6,14:34:00,
16856,9986,45,3,36,10,17:18:00,
16857,9987,39,2,27,4,12:16:00,
16858,9987,10,6,33,7,11:43:00,
16859,9988,62,3,27,10,12:48:00,
16860,9988,51,6,24,13,13:17:00,
16861,9988,20,7,34,13,13:19:00,
16862,9989,7,8,39,13,15:40:00,
16863,9990,50,5,31,4,11:07:00,
16864,9990,59,2,23,2,10:54:00,
16865,9991,47,4,13,10,11:38:00,
16866,9991,57,6,20,14,12:07:00,
16867,9992,10,8,21,10,09:51:00,
16868,9992,50,1,42,11,09:36:00,
16869,9993,34,5,34,4,11:30:00,
16870,9993,12,2,25,1,10:59:00,
16871,9994,12,4,22,13,12:57:00,
16872,9995,53,1,9,5,10:37:00,
16873,9996,71,3,21,7,11:27:00,
16874,9997,23,7,29,6,09:56:00,
16875,9998,61,5,28,5,14:03:00,
16876,9998,47,3,25,10,13:57:00,
16877,9999,71,1,25,10,15:22:00,
16878,10000,34,3,27,7,09:45:00,
16879,10001,39,6,36,13,13:15:00,
16880,10002,5,6,18,13,13:47:00,
16881,10002,13,1,25,12,13:23:00,
16882,10003,13,1,41,2,10:56:00,
16883,10004,45,4,27,13,12:22:00,
16884,10004,19,8,42,7,12:26:00,
16885,10005,53,8,20,1,14:52:00,
16886,10005,66,8,26,10,14:07:00,
16887,10005,62,3,24,4,14:53:00,
16888,10006,34,6,26,13,10:42:00,
16889,10007,44,1,20,11,12:57:00,
16890,10008,48,3,32,6,10:22:00,
16891,10009,12,5,30,5,16:26:00,
16892,10009,1,5,29,13,16:38:00,
16893,10009,66,4,30,4,16:46:00,
16894,10010,46,6,19,11,16:00:00,
16895,10010,73,5,18,13,16:02:00,
16896,10010,52,6,15,11,15:51:00,
16897,10011,12,4,28,13,13:57:00,
16898,10011,48,4,24,6,13:30:00,
16899,10012,73,2,16,11,13:45:00,
16900,10012,39,4,16,12,13:40:00,
16901,10013,51,6,19,6,12:51:00,
16902,10014,52,3,32,2,14:52:00,
16903,10014,69,7,22,5,15:58:00,
16904,10015,66,6,34,1,13:38:00,
16905,10016,73,1,16,13,14:09:00,
16906,10017,8,6,32,3,14:28:00,
16907,10018,53,4,26,13,09:28:00,
16908,10018,23,3,41,1,09:37:00,
16909,10019,11,1,41,3,15:01:00,
16910,10020,20,2,39,3,14:06:00,
16911,10021,39,1,32,11,15:25:00,
16912,10022,11,2,27,13,13:10:00,
16913,10023,34,2,34,12,13:38:00,
16914,10024,44,5,19,11,17:18:00,
16915,10024,34,3,41,10,17:02:00,
16916,10025,53,6,39,3,15:36:00,
16917,10025,23,5,25,12,17:12:00,
16918,10026,13,8,16,4,17:58:00,
16919,10027,34,3,22,11,16:47:00,
16920,10027,23,2,30,2,16:27:00,
16921,10027,11,2,37,13,16:43:00,
16922,10028,51,2,20,7,11:04:00,
16923,10029,53,6,16,5,10:21:00,
16924,10029,8,3,17,5,10:08:00,
16925,10030,46,8,33,2,15:00:00,
16926,10031,69,7,44,2,10:40:00,
16927,10032,42,8,45,1,15:05:00,
16928,10033,19,6,27,6,11:47:00,
16929,10033,8,4,19,12,11:40:00,
16930,10034,45,6,34,14,18:25:00,
16931,10035,10,2,30,14,12:58:00,
16932,10035,57,6,7,10,12:43:00,
16933,10035,69,2,32,10,13:04:00,
16934,10036,48,8,34,11,13:08:00,
16935,10037,53,3,23,14,13:15:00,
16936,10038,66,6,36,5,16:07:00,
16937,10039,67,8,28,2,14:16:00,
16938,10040,19,6,30,1,13:31:00,
16939,10041,1,4,23,6,11:10:00,
16940,10042,29,3,21,1,16:30:00,
16941,10043,56,7,24,6,13:06:00,
16942,10044,5,6,41,1,16:13:00,
16943,10045,57,4,17,14,14:48:00,
16944,10046,51,4,32,11,13:41:00,
16945,10046,65,3,33,2,12:18:00,
16946,10047,23,3,36,4,12:49:00,
16947,10047,42,6,25,4,12:17:00,
16948,10048,13,2,39,10,16:53:00,
16949,10049,44,6,8,2,14:35:00,
16950,10049,57,6,16,11,14:54:00,
16951,10049,56,1,33,14,14:26:00,
16952,10050,39,7,35,14,15:52:00,
16953,10051,10,5,30,6,14:22:00,
16954,10052,8,5,31,12,16:53:00,
16955,10052,56,5,30,5,16:59:00,
16956,10052,61,8,9,5,17:09:00,
16957,10053,29,5,20,6,13:38:00,
16958,10053,51,7,27,6,13:48:00,
16959,10054,48,7,30,12,11:00:00,
16960,10055,43,8,43,10,15:55:00,
16961,10055,51,5,26,5,16:04:00,
16962,10055,48,5,13,1,16:08:00,
16963,10056,71,6,31,12,14:10:00,
16964,10056,61,4,28,5,14:33:00,
16965,10057,48,3,17,5,15:21:00,
16966,10057,46,2,28,10,15:30:00,
16967,10058,61,8,38,6,15:00:00,
16968,10059,1,2,31,6,11:09:00,
16969,10060,59,7,26,2,14:34:00,
16970,10061,23,2,41,11,16:34:00,
16971,10062,57,2,13,2,15:23:00,
16972,10062,39,4,26,6,14:50:00,
16973,10063,39,8,13,13,13:57:00,
16974,10064,13,8,37,11,13:42:00,
16975,10065,43,7,42,6,12:55:00,
16976,10066,65,4,36,6,16:59:00,
16977,10066,29,8,31,6,17:11:00,
16978,10067,59,7,24,11,15:16:00,
16979,10068,23,3,35,5,17:51:00,
16980,10068,68,1,40,3,17:08:00,
16981,10069,1,6,15,7,16:28:00,
16982,10069,65,7,24,11,17:24:00,
16983,10069,29,2,24,10,16:56:00,
16984,10070,19,6,35,6,13:37:00,
16985,10070,52,3,26,6,13:45:00,
16986,10071,59,8,27,4,14:50:00,
16987,10072,5,2,33,10,12:06:00,
16988,10073,68,2,39,11,15:58:00,
16989,10074,45,5,43,5,10:19:00,
16990,10074,1,7,28,14,10:29:00,
16991,10074,69,2,37,7,11:11:00,
16992,10075,71,2,24,14,15:40:00,
16993,10076,71,4,23,1,15:51:00,
16994,10077,34,3,29,2,16:37:00,
16995,10077,30,7,27,7,17:39:00,
16996,10078,19,7,32,2,10:42:00,
16997,10079,62,7,29,13,12:54:00,
16998,10080,14,3,30,13,14:27:00,
16999,10080,8,2,28,13,14:43:00,
17000,10081,48,6,26,1,09:32:00,
17001,10082,8,4,33,13,12:12:00,
17002,10082,66,6,22,6,12:20:00,
17003,10083,43,4,35,10,15:33:00,
17004,10083,34,4,29,13,14:54:00,
17005,10083,73,8,23,4,14:46:00,
17006,10084,44,7,9,12,15:27:00,
17007,10085,52,4,34,14,16:40:00,
17008,10085,1,3,28,12,16:19:00,
17009,10086,43,2,26,4,17:01:00,
17010,10086,20,3,48,6,17:02:00,
17011,10087,23,1,35,1,17:04:00,
17012,10087,52,3,34,3,16:34:00,
17013,10087,44,8,13,7,16:41:00,
17014,10088,65,8,22,6,12:28:00,
17015,10089,69,1,23,3,12:39:00,
17016,10089,8,8,31,13,12:21:00,
17017,10090,56,2,19,2,13:46:00,
17018,10090,52,7,44,1,13:37:00,
17019,10091,71,2,30,13,17:01:00,
17020,10092,52,6,27,4,13:37:00,
17021,10092,47,1,32,11,14:28:00,
17022,10093,66,8,17,11,11:01:00,
17023,10093,20,7,28,11,10:54:00,
17024,10094,20,6,36,7,15:27:00,
17025,10094,23,3,22,3,15:07:00,
17026,10095,71,6,8,14,12:23:00,
17027,10096,56,7,27,7,09:37:00,
17028,10097,48,5,42,14,13:31:00,
17029,10097,13,1,23,7,13:24:00,
17030,10098,13,8,33,7,13:57:00,
17031,10098,57,6,11,10,14:05:00,
17032,10099,5,7,26,11,12:20:00,
17033,10099,67,3,26,11,12:06:00,
17034,10100,56,2,44,1,16:00:00,
17035,10101,69,3,41,13,12:35:00,
17036,10102,66,6,5,14,10:00:00,
17037,10102,69,1,30,3,11:02:00,
17038,10103,66,6,24,14,11:12:00,
17039,10104,19,2,25,14,10:50:00,
17040,10104,71,7,30,10,10:38:00,
17041,10104,42,8,34,13,10:34:00,
17042,10105,23,6,14,13,11:47:00,
17043,10106,29,2,13,1,14:30:00,
17044,10106,45,7,35,1,15:36:00,
17045,10106,10,8,23,3,14:54:00,
17046,10107,45,3,19,10,15:47:00,
17047,10107,71,5,6,7,14:49:00,
17048,10108,19,7,50,1,17:08:00,
17049,10108,50,4,31,4,16:43:00,
17050,10109,13,5,42,11,10:23:00,
17051,10109,11,1,28,1,09:21:00,
17052,10110,48,4,27,13,15:29:00,
17053,10110,59,2,15,3,15:21:00,
17054,10111,39,7,34,14,12:25:00,
17055,10111,19,3,24,2,12:25:00,
17056,10112,73,1,27,11,14:00:00,
17057,10113,62,7,29,3,12:43:00,
17058,10113,47,1,10,10,13:30:00,
17059,10114,50,6,33,3,16:59:00,
17060,10114,5,2,48,4,15:57:00,
17061,10114,29,1,31,1,16:48:00,
17062,10115,1,8,28,5,11:09:00,
17063,10116,61,6,33,14,10:15:00,
17064,10117,66,7,10,3,12:26:00,
17065,10117,71,1,24,6,11:24:00,
17066,10118,47,8,27,12,15:48:00,
17067,10119,67,7,30,10,15:42:00,
17068,10119,65,6,45,5,15:51:00,
17069,10120,23,3,36,4,17:06:00,
17070,10120,10,7,20,13,16:41:00,
17071,10121,71,3,25,4,14:28:00,
17072,10121,67,5,27,13,14:00:00,
17073,10122,23,4,29,13,12:46:00,
17074,10123,46,4,27,6,12:04:00,
17075,10124,45,5,32,12,11:51:00,
