visit_id,customer_id,visit_date,check_in_time,check_out_time,staff_id,cover_charge,discount_applied,notes
7503,213,2023-12-10,11:45:00,13:34:00,12,15.0,1.5,
7504,112,2023-12-10,14:00:00,15:41:00,7,15.0,1.5,
7505,160,2023-12-10,11:00:00,13:01:00,13,15.0,3.75,
7506,103,2023-12-10,14:15:00,16:45:00,5,15.0,1.5,
7507,25,2023-12-10,11:15:00,12:24:00,11,15.0,1.5,
7508,73,2023-12-10,15:15:00,16:14:00,10,15.0,3.75,
7509,73,2023-12-10,12:00:00,13:03:00,3,15.0,3.75,
7510,135,2023-12-10,09:15:00,10:55:00,4,15.0,3.75,
7511,63,2023-12-10,14:00:00,15:20:00,6,15.0,1.5,
7512,25,2023-12-10,09:15:00,11:08:00,5,15.0,1.5,
7513,100,2023-12-10,10:15:00,12:34:00,4,15.0,1.5,
7514,3,2023-12-10,14:45:00,16:25:00,5,15.0,3.75,
7515,3,2023-12-10,16:15:00,18:01:00,11,15.0,3.75,
7516,36,2023-12-10,11:30:00,13:35:00,1,15.0,3.75,
7517,199,2023-12-10,11:30:00,13:20:00,13,15.0,1.5,
7518,236,2023-12-10,10:45:00,13:02:00,11,15.0,1.5,
7519,119,2023-12-10,09:15:00,11:43:00,3,15.0,1.5,
7520,8,2023-12-10,15:15:00,16:28:00,7,15.0,1.5,
7521,12,2023-12-10,10:00:00,11:00:00,14,18.0,0.0,
7522,152,2023-12-10,10:45:00,13:09:00,13,15.0,3.75,
7523,172,2023-12-10,09:45:00,11:06:00,5,15.0,1.5,
7524,189,2023-12-11,10:45:00,12:35:00,5,15.0,3.75,
7525,37,2023-12-11,15:00:00,16:30:00,4,18.0,0.0,
7526,160,2023-12-11,15:15:00,16:19:00,3,15.0,3.75,
7527,158,2023-12-11,14:30:00,15:39:00,6,15.0,3.75,
7528,228,2023-12-11,14:15:00,15:06:00,7,15.0,1.5,
7529,121,2023-12-11,09:45:00,11:25:00,1,15.0,1.5,
7530,193,2023-12-11,09:00:00,10:51:00,10,15.0,1.5,
7531,117,2023-12-11,16:15:00,18:41:00,4,18.0,0.0,
7532,170,2023-12-11,11:00:00,11:57:00,3,15.0,1.5,
7533,1,2023-12-11,13:30:00,15:49:00,2,15.0,6.0,
7534,56,2023-12-11,16:45:00,19:13:00,6,15.0,3.75,
7535,23,2023-12-11,15:45:00,17:46:00,10,15.0,6.0,
7536,48,2023-12-11,15:45:00,17:22:00,10,15.0,3.75,
7537,61,2023-12-11,11:15:00,12:31:00,11,15.0,3.75,
7538,72,2023-12-11,13:15:00,14:56:00,14,18.0,0.0,
7539,61,2023-12-11,09:30:00,10:25:00,1,15.0,3.75,
7540,4,2023-12-11,11:00:00,13:22:00,4,15.0,3.75,
7541,162,2023-12-11,14:30:00,16:31:00,13,15.0,3.75,
7542,152,2023-12-12,13:15:00,14:23:00,6,15.0,3.75,
7543,33,2023-12-12,09:45:00,11:08:00,10,15.0,3.75,
7544,110,2023-12-12,13:00:00,15:07:00,5,15.0,3.75,
7545,27,2023-12-12,13:15:00,14:50:00,5,15.0,6.0,
7546,163,2023-12-12,16:30:00,18:08:00,13,18.0,0.0,
7547,189,2023-12-12,10:15:00,12:40:00,10,15.0,3.75,
7548,107,2023-12-12,14:30:00,16:47:00,10,15.0,3.75,
7549,207,2023-12-12,09:00:00,09:55:00,5,15.0,6.0,
7550,1,2023-12-12,12:15:00,13:25:00,6,15.0,6.0,
7551,196,2023-12-12,16:30:00,17:16:00,4,15.0,1.5,
7552,240,2023-12-12,09:15:00,11:32:00,14,15.0,6.0,
7553,135,2023-12-12,10:15:00,12:15:00,6,15.0,3.75,
7554,232,2023-12-12,14:45:00,16:42:00,7,15.0,3.75,
7555,131,2023-12-12,11:00:00,12:17:00,6,18.0,0.0,
7556,143,2023-12-12,09:30:00,10:38:00,1,15.0,3.75,
7557,1,2023-12-12,12:45:00,14:40:00,12,15.0,6.0,
7558,236,2023-12-12,12:15:00,14:30:00,7,15.0,1.5,
7559,237,2023-12-12,11:30:00,12:27:00,10,15.0,3.75,
7560,217,2023-12-12,11:00:00,11:50:00,1,15.0,1.5,
7561,69,2023-12-13,11:15:00,12:21:00,2,15.0,3.75,
7562,223,2023-12-13,13:30:00,15:34:00,10,15.0,1.5,
7563,193,2023-12-13,10:45:00,12:58:00,3,15.0,1.5,
7564,67,2023-12-13,09:45:00,11:39:00,5,15.0,3.75,
7565,9,2023-12-13,11:45:00,13:57:00,5,15.0,1.5,
7566,73,2023-12-13,12:30:00,14:21:00,10,15.0,3.75,
7567,4,2023-12-13,15:45:00,16:52:00,4,15.0,3.75,
7568,4,2023-12-13,09:00:00,10:17:00,1,15.0,3.75,
7569,174,2023-12-13,09:45:00,11:20:00,11,15.0,1.5,
7570,56,2023-12-13,10:45:00,11:49:00,5,15.0,3.75,
7571,2,2023-12-13,15:45:00,17:10:00,5,15.0,6.0,
7572,105,2023-12-13,09:45:00,10:51:00,14,18.0,0.0,
7573,189,2023-12-13,09:30:00,10:23:00,14,15.0,3.75,
7574,197,2023-12-13,09:30:00,10:24:00,14,15.0,1.5,
7575,100,2023-12-13,10:45:00,12:18:00,11,15.0,1.5,
7576,3,2023-12-13,15:45:00,17:29:00,4,15.0,3.75,
7577,126,2023-12-14,10:30:00,12:38:00,2,15.0,1.5,
7578,158,2023-12-14,15:15:00,16:07:00,4,15.0,3.75,
7579,64,2023-12-14,09:00:00,11:25:00,12,15.0,1.5,
7580,57,2023-12-14,15:00:00,16:50:00,5,15.0,1.5,
7581,34,2023-12-14,16:30:00,18:01:00,1,18.0,0.0,
7582,198,2023-12-14,12:45:00,15:03:00,13,15.0,3.75,
7583,189,2023-12-14,10:00:00,12:25:00,2,15.0,3.75,
7584,75,2023-12-14,15:00:00,15:53:00,14,15.0,1.5,
7585,232,2023-12-14,11:45:00,12:45:00,2,15.0,3.75,
7586,100,2023-12-14,13:30:00,15:56:00,13,15.0,1.5,
7587,233,2023-12-14,13:15:00,14:58:00,6,15.0,3.75,
7588,21,2023-12-14,11:00:00,12:35:00,4,15.0,1.5,
7589,3,2023-12-14,11:45:00,14:10:00,11,15.0,3.75,
7590,192,2023-12-14,14:30:00,16:19:00,6,18.0,0.0,
7591,240,2023-12-14,14:00:00,15:07:00,3,15.0,6.0,
7592,232,2023-12-14,12:45:00,14:11:00,4,15.0,3.75,
7593,35,2023-12-15,10:45:00,12:04:00,4,18.0,0.0,
7594,27,2023-12-15,09:30:00,11:26:00,5,15.0,6.0,
7595,135,2023-12-15,10:00:00,11:37:00,14,15.0,3.75,
7596,43,2023-12-15,14:15:00,16:15:00,7,15.0,3.75,
7597,172,2023-12-15,11:45:00,13:40:00,2,15.0,1.5,
7598,48,2023-12-15,13:15:00,15:27:00,6,15.0,3.75,
7599,187,2023-12-15,10:15:00,12:31:00,6,18.0,0.0,
7600,88,2023-12-15,13:45:00,15:15:00,6,18.0,0.0,
7601,2,2023-12-15,11:15:00,12:30:00,2,15.0,6.0,
7602,74,2023-12-15,11:15:00,13:22:00,7,15.0,3.75,
7603,159,2023-12-15,15:45:00,16:52:00,11,15.0,1.5,
7604,11,2023-12-15,16:45:00,17:58:00,2,18.0,0.0,
7605,1,2023-12-15,15:15:00,16:16:00,7,15.0,6.0,
7606,48,2023-12-15,14:30:00,16:33:00,14,15.0,3.75,
7607,93,2023-12-15,15:15:00,16:31:00,5,15.0,1.5,
7608,36,2023-12-15,11:30:00,12:57:00,4,15.0,3.75,
7609,74,2023-12-15,11:45:00,13:02:00,13,15.0,3.75,
7610,240,2023-12-15,12:30:00,13:55:00,10,15.0,6.0,
7611,103,2023-12-15,14:00:00,15:58:00,11,15.0,1.5,
7612,160,2023-12-15,12:15:00,14:13:00,3,15.0,3.75,
7613,23,2023-12-15,14:00:00,15:43:00,5,15.0,6.0,
7614,219,2023-12-16,10:15:00,11:43:00,6,15.0,3.75,
7615,110,2023-12-16,09:30:00,11:12:00,14,15.0,3.75,
7616,73,2023-12-16,16:15:00,17:55:00,4,15.0,3.75,
7617,94,2023-12-16,13:15:00,15:36:00,6,18.0,0.0,
7618,5,2023-12-16,14:45:00,16:03:00,3,15.0,3.75,
7619,119,2023-12-16,12:00:00,14:16:00,4,15.0,1.5,
7620,161,2023-12-16,10:30:00,12:08:00,4,18.0,0.0,
7621,203,2023-12-16,11:15:00,12:16:00,13,15.0,3.75,
7622,66,2023-12-16,12:00:00,13:27:00,4,18.0,0.0,
7623,82,2023-12-16,15:15:00,16:27:00,4,15.0,1.5,
7624,186,2023-12-16,14:45:00,16:17:00,3,15.0,1.5,
7625,35,2023-12-16,11:30:00,13:26:00,10,18.0,0.0,
7626,242,2023-12-16,13:45:00,15:57:00,11,15.0,3.75,
7627,106,2023-12-16,13:15:00,14:22:00,13,15.0,1.5,
7628,177,2023-12-16,14:15:00,15:39:00,14,18.0,0.0,
7629,232,2023-12-16,13:15:00,14:41:00,13,15.0,3.75,
7630,1,2023-12-16,16:15:00,17:26:00,5,15.0,6.0,
7631,232,2023-12-16,09:30:00,11:31:00,2,15.0,3.75,
7632,7,2023-12-16,10:30:00,12:35:00,14,15.0,1.5,
7633,166,2023-12-16,16:00:00,17:35:00,1,18.0,0.0,
7634,2,2023-12-16,13:00:00,14:31:00,3,15.0,6.0,
7635,1,2023-12-16,16:30:00,17:32:00,6,15.0,6.0,
7636,46,2023-12-16,14:45:00,16:24:00,11,18.0,0.0,
7637,168,2023-12-16,15:30:00,16:47:00,6,18.0,0.0,
7638,27,2023-12-16,11:30:00,12:36:00,2,15.0,6.0,
7639,233,2023-12-16,10:45:00,13:02:00,7,15.0,3.75,
7640,74,2023-12-16,13:15:00,15:45:00,10,15.0,3.75,
7641,64,2023-12-16,12:00:00,12:56:00,5,15.0,1.5,
7642,105,2023-12-16,12:45:00,13:57:00,7,18.0,0.0,
7643,119,2023-12-16,12:45:00,15:13:00,4,15.0,1.5,
7644,98,2023-12-16,12:15:00,14:34:00,1,15.0,3.75,
7645,233,2023-12-16,12:00:00,14:03:00,12,15.0,3.75,
7646,69,2023-12-16,12:30:00,13:22:00,14,15.0,3.75,
7647,165,2023-12-16,12:15:00,14:40:00,10,15.0,6.0,
7648,160,2023-12-16,16:15:00,17:52:00,2,15.0,3.75,
7649,71,2023-12-16,16:45:00,19:03:00,3,15.0,1.5,
7650,77,2023-12-16,11:15:00,12:27:00,12,15.0,1.5,
7651,47,2023-12-16,09:30:00,11:34:00,1,15.0,1.5,
7652,6,2023-12-16,16:30:00,18:38:00,14,15.0,1.5,
7653,1,2023-12-17,09:45:00,11:56:00,14,15.0,6.0,
7654,11,2023-12-17,15:00:00,15:52:00,1,18.0,0.0,
7655,27,2023-12-17,12:00:00,14:27:00,2,15.0,6.0,
7656,91,2023-12-17,16:30:00,18:27:00,5,15.0,3.75,
7657,1,2023-12-17,16:45:00,19:10:00,6,15.0,6.0,
7658,27,2023-12-17,14:15:00,16:32:00,4,15.0,6.0,
7659,108,2023-12-17,11:00:00,12:56:00,1,15.0,1.5,
7660,237,2023-12-17,11:30:00,12:28:00,12,15.0,3.75,
7661,24,2023-12-17,11:30:00,13:27:00,5,15.0,3.75,
7662,7,2023-12-17,10:00:00,12:22:00,4,15.0,1.5,
7663,110,2023-12-17,13:15:00,14:59:00,6,15.0,3.75,
7664,120,2023-12-17,14:00:00,15:55:00,10,15.0,1.5,
7665,160,2023-12-17,13:00:00,14:18:00,6,15.0,3.75,
7666,185,2023-12-17,12:15:00,14:40:00,11,18.0,0.0,
7667,171,2023-12-17,09:15:00,11:02:00,13,18.0,0.0,
7668,98,2023-12-17,16:00:00,16:45:00,7,15.0,3.75,
7669,159,2023-12-17,12:15:00,13:56:00,7,15.0,1.5,
7670,107,2023-12-17,16:30:00,18:56:00,5,15.0,3.75,
7671,36,2023-12-17,10:30:00,12:55:00,12,15.0,3.75,
7672,38,2023-12-17,09:15:00,11:00:00,11,15.0,1.5,
7673,223,2023-12-17,15:45:00,17:31:00,2,15.0,1.5,
7674,91,2023-12-17,13:30:00,15:40:00,4,15.0,3.75,
7675,107,2023-12-17,14:00:00,15:11:00,3,15.0,3.75,
7676,121,2023-12-17,11:00:00,12:41:00,13,15.0,1.5,
7677,165,2023-12-17,14:00:00,16:20:00,2,15.0,6.0,
7678,159,2023-12-17,15:00:00,15:45:00,1,15.0,1.5,
7679,196,2023-12-17,13:45:00,14:31:00,1,15.0,1.5,
7680,76,2023-12-18,16:15:00,17:56:00,13,15.0,3.75,
7681,125,2023-12-18,09:00:00,10:21:00,12,18.0,0.0,
7682,14,2023-12-18,15:00:00,16:32:00,14,18.0,0.0,
7683,98,2023-12-18,09:45:00,10:59:00,6,15.0,3.75,
7684,115,2023-12-18,13:45:00,16:01:00,5,18.0,0.0,
7685,47,2023-12-18,10:45:00,13:03:00,12,15.0,1.5,
7686,10,2023-12-18,13:15:00,15:23:00,4,15.0,1.5,
7687,105,2023-12-18,13:45:00,15:15:00,1,18.0,0.0,
7688,47,2023-12-18,12:45:00,14:36:00,4,15.0,1.5,
7689,69,2023-12-18,09:45:00,11:24:00,1,15.0,3.75,
7690,148,2023-12-18,09:00:00,11:29:00,2,15.0,1.5,
7691,27,2023-12-18,12:15:00,14:31:00,6,15.0,6.0,
7692,1,2023-12-18,16:30:00,17:21:00,13,15.0,6.0,
7693,135,2023-12-18,10:30:00,12:32:00,12,15.0,3.75,
7694,112,2023-12-18,10:30:00,12:03:00,11,15.0,1.5,
7695,56,2023-12-18,11:45:00,14:02:00,14,15.0,3.75,
7696,3,2023-12-18,12:45:00,14:36:00,13,15.0,3.75,
7697,1,2023-12-18,09:15:00,10:46:00,5,15.0,6.0,
7698,207,2023-12-18,10:30:00,11:53:00,2,15.0,6.0,
7699,83,2023-12-18,11:15:00,13:19:00,4,15.0,1.5,
7700,5,2023-12-19,15:00:00,17:12:00,7,15.0,3.75,
7701,100,2023-12-19,16:15:00,17:33:00,4,15.0,1.5,
7702,224,2023-12-19,11:45:00,13:25:00,6,15.0,3.75,
7703,179,2023-12-19,15:00:00,17:12:00,7,15.0,3.75,
7704,5,2023-12-19,12:15:00,13:04:00,12,15.0,3.75,
7705,23,2023-12-19,16:15:00,17:05:00,10,15.0,6.0,
7706,162,2023-12-19,11:00:00,13:03:00,2,15.0,3.75,
7707,37,2023-12-19,11:15:00,12:04:00,5,18.0,0.0,
7708,248,2023-12-19,15:30:00,17:41:00,1,18.0,0.0,
7709,163,2023-12-19,10:00:00,12:13:00,5,18.0,0.0,
7710,112,2023-12-19,15:30:00,16:46:00,14,15.0,1.5,
7711,217,2023-12-19,16:30:00,17:28:00,10,15.0,1.5,
7712,110,2023-12-19,12:00:00,12:53:00,13,15.0,3.75,
7713,91,2023-12-19,13:15:00,14:21:00,4,15.0,3.75,
7714,106,2023-12-19,10:00:00,12:11:00,12,15.0,1.5,
7715,240,2023-12-19,14:15:00,15:02:00,4,15.0,6.0,
7716,3,2023-12-19,11:30:00,13:32:00,10,15.0,3.75,
7717,112,2023-12-19,16:45:00,18:45:00,11,15.0,1.5,
7718,110,2023-12-19,16:00:00,17:07:00,14,15.0,3.75,
7719,162,2023-12-19,13:15:00,14:31:00,14,15.0,3.75,
7720,191,2023-12-19,09:15:00,10:54:00,3,18.0,0.0,
7721,174,2023-12-19,09:30:00,10:49:00,14,15.0,1.5,
7722,218,2023-12-19,16:15:00,18:33:00,5,15.0,1.5,
7723,237,2023-12-20,13:15:00,14:31:00,1,15.0,3.75,
7724,27,2023-12-20,12:45:00,14:02:00,12,15.0,6.0,
7725,76,2023-12-20,14:15:00,16:33:00,11,15.0,3.75,
7726,209,2023-12-20,09:00:00,10:00:00,4,18.0,0.0,
7727,2,2023-12-20,13:45:00,16:08:00,10,15.0,6.0,
7728,73,2023-12-20,14:00:00,14:48:00,5,15.0,3.75,
7729,46,2023-12-20,13:00:00,14:26:00,5,18.0,0.0,
7730,101,2023-12-20,11:00:00,13:06:00,7,18.0,0.0,
7731,196,2023-12-20,09:00:00,09:51:00,3,15.0,1.5,
7732,48,2023-12-20,09:45:00,11:06:00,6,15.0,3.75,
7733,186,2023-12-20,10:15:00,12:23:00,14,15.0,1.5,
7734,3,2023-12-20,10:45:00,11:43:00,4,15.0,3.75,
7735,92,2023-12-20,11:00:00,13:17:00,14,18.0,0.0,
7736,162,2023-12-20,13:00:00,13:53:00,7,15.0,3.75,
7737,103,2023-12-20,13:00:00,15:30:00,14,15.0,1.5,
7738,236,2023-12-20,15:15:00,16:16:00,10,15.0,1.5,
7739,120,2023-12-20,13:00:00,14:33:00,14,15.0,1.5,
7740,240,2023-12-20,12:15:00,13:41:00,7,15.0,6.0,
7741,192,2023-12-20,15:15:00,16:28:00,11,18.0,0.0,
7742,110,2023-12-20,10:45:00,11:45:00,13,15.0,3.75,
7743,238,2023-12-20,09:00:00,11:17:00,7,15.0,1.5,
7744,107,2023-12-20,14:45:00,15:55:00,10,15.0,3.75,
7745,52,2023-12-21,13:45:00,16:02:00,11,15.0,1.5,
7746,53,2023-12-21,16:00:00,17:21:00,6,15.0,1.5,
7747,3,2023-12-21,14:15:00,15:24:00,6,15.0,3.75,
7748,48,2023-12-21,14:45:00,17:15:00,6,15.0,3.75,
7749,67,2023-12-21,15:45:00,17:29:00,1,15.0,3.75,
7750,237,2023-12-21,15:15:00,16:01:00,5,15.0,3.75,
7751,63,2023-12-21,12:45:00,15:09:00,12,15.0,1.5,
7752,165,2023-12-21,13:30:00,15:57:00,10,15.0,6.0,
7753,29,2023-12-21,16:00:00,17:47:00,2,18.0,0.0,
7754,3,2023-12-21,11:30:00,12:39:00,1,15.0,3.75,
7755,91,2023-12-21,10:00:00,12:19:00,13,15.0,3.75,
7756,110,2023-12-21,11:15:00,13:36:00,14,15.0,3.75,
7757,149,2023-12-21,12:00:00,13:20:00,10,15.0,1.5,
7758,33,2023-12-21,11:15:00,12:20:00,10,15.0,3.75,
7759,135,2023-12-21,14:30:00,16:28:00,13,15.0,3.75,
7760,194,2023-12-21,11:30:00,14:00:00,13,15.0,1.5,
7761,36,2023-12-21,14:15:00,15:11:00,3,15.0,3.75,
7762,189,2023-12-21,10:00:00,11:32:00,14,15.0,3.75,
7763,71,2023-12-21,16:30:00,17:48:00,10,15.0,1.5,
7764,107,2023-12-21,12:00:00,13:28:00,7,15.0,3.75,
7765,182,2023-12-21,15:30:00,17:46:00,1,15.0,1.5,
7766,74,2023-12-21,14:30:00,16:24:00,12,15.0,3.75,
7767,138,2023-12-22,13:15:00,15:22:00,11,18.0,0.0,
7768,207,2023-12-22,14:30:00,15:59:00,5,15.0,6.0,
7769,160,2023-12-22,15:45:00,17:51:00,7,15.0,3.75,
7770,162,2023-12-22,16:15:00,17:20:00,10,15.0,3.75,
7771,10,2023-12-22,16:30:00,18:44:00,6,15.0,1.5,
7772,160,2023-12-22,13:00:00,14:28:00,12,15.0,3.75,
7773,236,2023-12-22,12:15:00,13:30:00,4,15.0,1.5,
7774,47,2023-12-22,15:45:00,18:07:00,1,15.0,1.5,
7775,21,2023-12-22,15:00:00,15:45:00,6,15.0,1.5,
7776,166,2023-12-22,09:15:00,11:34:00,12,18.0,0.0,
7777,235,2023-12-22,10:00:00,12:02:00,1,18.0,0.0,
7778,217,2023-12-22,13:45:00,15:06:00,14,15.0,1.5,
7779,244,2023-12-22,12:30:00,14:06:00,5,18.0,0.0,
7780,135,2023-12-22,11:30:00,12:39:00,14,15.0,3.75,
7781,165,2023-12-22,14:00:00,15:17:00,4,15.0,6.0,
7782,236,2023-12-22,16:30:00,18:37:00,1,15.0,1.5,
7783,135,2023-12-22,15:45:00,17:47:00,10,15.0,3.75,
7784,93,2023-12-22,09:30:00,11:52:00,1,15.0,1.5,
7785,177,2023-12-22,11:30:00,12:24:00,11,18.0,0.0,
7786,165,2023-12-22,13:00:00,15:08:00,4,15.0,6.0,
7787,237,2023-12-22,09:00:00,10:35:00,3,15.0,3.75,
7788,242,2023-12-22,13:45:00,14:59:00,14,15.0,3.75,
7789,63,2023-12-22,12:00:00,13:16:00,1,15.0,1.5,
7790,164,2023-12-22,10:15:00,12:21:00,1,15.0,1.5,
7791,203,2023-12-22,10:30:00,11:33:00,7,15.0,3.75,
7792,73,2023-12-23,09:00:00,11:04:00,11,15.0,3.75,
7793,3,2023-12-23,14:30:00,16:27:00,11,15.0,3.75,
7794,98,2023-12-23,12:00:00,13:06:00,14,15.0,3.75,
7795,182,2023-12-23,09:15:00,11:23:00,4,15.0,1.5,
7796,5,2023-12-23,11:45:00,13:55:00,12,15.0,3.75,
7797,48,2023-12-23,09:45:00,12:04:00,4,15.0,3.75,
7798,91,2023-12-23,10:45:00,12:32:00,3,15.0,3.75,
7799,240,2023-12-23,15:45:00,17:22:00,7,15.0,6.0,
7800,8,2023-12-23,10:00:00,11:05:00,12,15.0,1.5,
7801,2,2023-12-23,15:15:00,16:11:00,7,15.0,6.0,
7802,69,2023-12-23,14:00:00,16:10:00,10,15.0,3.75,
7803,27,2023-12-23,12:45:00,14:07:00,7,15.0,6.0,
7804,51,2023-12-23,14:45:00,16:02:00,7,15.0,1.5,
7805,34,2023-12-23,10:15:00,11:23:00,3,18.0,0.0,
7806,177,2023-12-23,13:15:00,14:24:00,5,18.0,0.0,
7807,71,2023-12-23,13:30:00,14:29:00,5,15.0,1.5,
7808,1,2023-12-23,15:45:00,17:34:00,4,15.0,6.0,
7809,27,2023-12-23,11:30:00,13:00:00,13,15.0,6.0,
7810,237,2023-12-23,13:45:00,15:39:00,5,15.0,3.75,
7811,209,2023-12-23,14:30:00,15:27:00,3,18.0,0.0,
7812,8,2023-12-23,09:30:00,10:38:00,12,15.0,1.5,
7813,161,2023-12-23,14:45:00,16:08:00,1,18.0,0.0,
7814,195,2023-12-23,09:15:00,10:37:00,2,15.0,3.75,
7815,67,2023-12-23,14:00:00,15:32:00,2,15.0,3.75,
7816,214,2023-12-24,13:15:00,14:16:00,4,18.0,0.0,
7817,7,2023-12-24,15:00:00,17:26:00,2,15.0,1.5,
7818,190,2023-12-24,10:30:00,12:42:00,2,18.0,0.0,
7819,2,2023-12-24,09:00:00,11:11:00,4,15.0,6.0,
7820,23,2023-12-24,09:15:00,11:41:00,12,15.0,6.0,
7821,61,2023-12-24,16:00:00,17:19:00,10,15.0,3.75,
7822,33,2023-12-24,16:45:00,18:20:00,13,15.0,3.75,
7823,155,2023-12-24,16:15:00,18:37:00,11,15.0,3.75,
7824,9,2023-12-24,11:30:00,12:50:00,4,15.0,1.5,
7825,165,2023-12-24,13:45:00,14:46:00,12,15.0,6.0,
7826,76,2023-12-24,16:45:00,18:05:00,11,15.0,3.75,
7827,120,2023-12-24,14:00:00,14:56:00,2,15.0,1.5,
7828,55,2023-12-24,14:30:00,16:02:00,4,18.0,0.0,
7829,3,2023-12-24,11:45:00,13:12:00,14,15.0,3.75,
7830,100,2023-12-24,09:00:00,10:06:00,12,15.0,1.5,
7831,9,2023-12-24,13:45:00,15:39:00,7,15.0,1.5,
7832,11,2023-12-24,12:15:00,13:39:00,12,18.0,0.0,
7833,73,2023-12-24,11:45:00,13:17:00,7,15.0,3.75,
7834,236,2023-12-24,16:30:00,17:33:00,2,15.0,1.5,
7835,92,2023-12-24,09:00:00,10:28:00,11,18.0,0.0,
7836,97,2023-12-24,16:30:00,18:03:00,10,15.0,1.5,
7837,163,2023-12-24,13:30:00,15:26:00,13,18.0,0.0,
7838,2,2023-12-24,10:00:00,11:51:00,2,15.0,6.0,
7839,27,2023-12-24,16:00:00,18:29:00,6,15.0,6.0,
7840,160,2023-12-24,09:00:00,10:48:00,13,15.0,3.75,
7841,224,2023-12-24,13:00:00,15:04:00,6,15.0,3.75,
7842,107,2023-12-24,14:45:00,16:40:00,5,15.0,3.75,
7843,179,2023-12-24,10:45:00,12:18:00,7,15.0,3.75,
7844,154,2023-12-24,10:00:00,12:26:00,6,18.0,0.0,
7845,64,2023-12-24,14:30:00,15:54:00,12,15.0,1.5,
7846,134,2023-12-24,09:15:00,10:09:00,10,15.0,1.5,
7847,237,2023-12-24,11:00:00,12:37:00,5,15.0,3.75,
7848,60,2023-12-24,09:00:00,10:09:00,12,18.0,0.0,
7849,44,2023-12-24,12:00:00,14:15:00,12,15.0,1.5,
7850,76,2023-12-24,09:00:00,10:18:00,14,15.0,3.75,
7851,25,2023-12-26,16:30:00,17:23:00,12,15.0,1.5,
7852,155,2023-12-26,12:15:00,14:30:00,5,15.0,3.75,
7853,71,2023-12-26,11:15:00,13:08:00,10,15.0,1.5,
7854,76,2023-12-26,10:00:00,11:03:00,5,15.0,3.75,
7855,243,2023-12-26,16:00:00,18:15:00,7,18.0,0.0,
7856,193,2023-12-26,09:45:00,11:28:00,1,15.0,1.5,
7857,73,2023-12-26,15:45:00,17:57:00,7,15.0,3.75,
7858,155,2023-12-26,11:30:00,13:29:00,7,15.0,3.75,
7859,36,2023-12-26,11:15:00,12:22:00,7,15.0,3.75,
7860,3,2023-12-26,12:30:00,13:20:00,4,15.0,3.75,
7861,143,2023-12-26,09:00:00,10:14:00,13,15.0,3.75,
7862,134,2023-12-26,09:00:00,10:41:00,13,15.0,1.5,
7863,64,2023-12-26,16:00:00,17:11:00,1,15.0,1.5,
7864,46,2023-12-26,09:15:00,11:30:00,14,18.0,0.0,
7865,64,2023-12-26,16:30:00,18:51:00,12,15.0,1.5,
7866,175,2023-12-26,14:45:00,15:34:00,6,18.0,0.0,
7867,74,2023-12-26,09:30:00,11:15:00,11,15.0,3.75,
7868,4,2023-12-26,13:00:00,14:45:00,6,15.0,3.75,
7869,162,2023-12-27,10:45:00,12:58:00,1,15.0,3.75,
7870,100,2023-12-27,12:15:00,13:21:00,12,15.0,1.5,
7871,228,2023-12-27,15:45:00,17:09:00,10,15.0,1.5,
7872,233,2023-12-27,16:00:00,16:52:00,12,15.0,3.75,
7873,91,2023-12-27,12:15:00,14:33:00,14,15.0,3.75,
7874,244,2023-12-27,09:00:00,10:47:00,6,18.0,0.0,
7875,4,2023-12-27,12:45:00,14:02:00,13,15.0,3.75,
7876,203,2023-12-27,13:15:00,14:03:00,12,15.0,3.75,
7877,182,2023-12-27,15:15:00,16:17:00,12,15.0,1.5,
7878,202,2023-12-27,10:15:00,12:18:00,6,18.0,0.0,
7879,143,2023-12-27,15:00:00,17:29:00,5,15.0,3.75,
7880,92,2023-12-27,16:15:00,18:16:00,14,18.0,0.0,
7881,11,2023-12-27,10:30:00,12:54:00,14,18.0,0.0,
7882,52,2023-12-27,12:15:00,14:11:00,12,15.0,1.5,
7883,177,2023-12-28,11:45:00,13:58:00,6,18.0,0.0,
7884,237,2023-12-28,10:15:00,12:38:00,3,15.0,3.75,
7885,91,2023-12-28,15:45:00,17:46:00,2,15.0,3.75,
7886,153,2023-12-28,09:00:00,10:22:00,4,18.0,0.0,
7887,200,2023-12-28,10:15:00,12:41:00,2,18.0,0.0,
7888,2,2023-12-28,11:45:00,13:07:00,2,15.0,6.0,
7889,111,2023-12-28,10:15:00,12:13:00,10,15.0,1.5,
7890,101,2023-12-28,10:15:00,11:38:00,14,18.0,0.0,
7891,158,2023-12-28,13:00:00,14:38:00,4,15.0,3.75,
7892,159,2023-12-29,11:45:00,13:07:00,11,15.0,1.5,
7893,186,2023-12-29,13:15:00,15:04:00,12,15.0,1.5,
7894,119,2023-12-29,13:00:00,14:36:00,7,15.0,1.5,
7895,237,2023-12-29,09:00:00,10:09:00,1,15.0,3.75,
7896,223,2023-12-29,16:15:00,18:23:00,2,15.0,1.5,
7897,200,2023-12-29,10:15:00,11:31:00,2,18.0,0.0,
7898,73,2023-12-29,11:45:00,13:42:00,7,15.0,3.75,
7899,6,2023-12-29,10:00:00,11:06:00,4,15.0,1.5,
7900,6,2023-12-29,09:45:00,12:02:00,12,15.0,1.5,
